"userid","activity.daily_routines","activity.emotional","activity.entertainment","activity.intellectual","activity.live_music","activity.music_listening","activity.on_the_move","activity.physical","activity.social"
1953,3,5,5,3,5,5,3,5,3
1954,5,2,3,5,3,4,4,3,4
1955,2,5,4,2,5,5,3,4,3
1956,3,3,4,4,3,3,4,3,3
1957,4,4,4,3,1,4,4,4,4
1958,2,2,2,2,2,3,3,2,2
1959,4,3,4,4,2,3,4,3,3
1960,4,2,4,4,3,4,3,4,3
1961,2,2,3,4,2,5,4,3,2
1962,5,4,5,4,3,4,5,5,4
1965,4,3,4,4,4,4,5,3,4
1966,4,5,5,4,5,5,4,5,5
1967,4,2,4,4,2,3,4,3,3
1968,4,4,4,5,2,4,3,3,2
1969,3,4,4,3,2,3,3,4,4
1970,3,5,5,5,1,5,3,3,2
1971,3,4,5,4,3,4,4,2,3
1972,4,3,4,3,2,3,3,3,4
1973,3,4,5,4,2,3,4,4,4
1974,5,5,5,5,3,5,4,5,2
1976,3,5,5,4,4,5,4,4,5
1979,3,4,4,3,1,4,3,2,2
1982,4,4,5,5,3,5,3,3,3
1983,1,1,1,1,5,5,5,5,5
1984,3,3,3,3,3,3,3,3,3
1985,3,3,3,3,3,3,3,3,3
1986,4,4,4,4,4,4,5,4,4
1988,3,4,4,4,4,4,4,3,3
1990,5,4,3,5,5,5,5,5,4
1991,3,2,5,3,2,5,4,4,3
1992,4,3,4,4,3,5,4,3,4
1994,3,2,4,4,4,4,3,2,4
1995,2,3,4,3,2,2,4,2,4
1996,3,3,4,4,5,5,4,3,4
1999,3,4,4,4,3,3,4,4,4
2001,2,2,4,3,3,4,3,3,3
2002,4,5,4,4,3,5,4,5,4
2003,3,4,5,4,3,4,5,5,4
2008,2,3,5,3,1,5,3,3,2
2012,5,5,5,5,5,5,5,5,5
2015,5,5,1,4,4,4,4,5,3
2017,5,5,5,5,2,4,5,5,3
2019,2,4,5,3,3,2,4,2,4
2020,1,1,1,1,1,1,1,1,1
2021,2,2,5,5,4,5,5,4,4
2022,5,4,5,4,3,4,5,5,4
2024,5,4,4,4,4,4,5,2,4
2025,3,2,4,5,4,3,5,3,3
2029,2,2,2,2,2,2,2,2,2
2032,4,2,4,3,3,4,4,3,2
2033,4,1,2,2,1,4,1,1,1
2035,5,2,4,3,1,5,5,4,4
2036,4,4,4,4,4,4,4,4,4
2037,4,3,4,3,4,5,5,4,4
2041,4,5,5,5,5,5,4,4,5
2042,5,4,4,3,2,4,5,2,3
2043,5,3,4,5,3,4,5,3,3
2050,1,1,5,2,1,5,2,1,2
2051,5,4,5,4,4,5,3,4,3
2052,3,3,4,4,3,4,4,3,4
2053,2,3,4,4,2,2,3,4,2
2054,4,3,4,4,4,4,4,3,4
2055,3,3,5,5,3,3,5,3,3
2056,4,4,4,4,3,3,4,3,4
2058,3,3,4,3,3,4,3,3,4
2060,5,5,5,1,5,5,5,5,5
2061,4,4,5,5,4,4,3,2,3
2062,3,4,4,4,5,5,4,5,3
2065,4,3,4,5,4,5,5,2,4
2066,4,3,4,4,4,4,4,4,4
2069,3,5,5,1,1,5,4,5,3
2071,3,3,2,2,1,2,4,3,4
2076,3,5,3,5,1,1,4,3,3
2077,2,4,4,2,3,4,2,2,2
2080,3,3,4,1,4,5,4,5,3
2081,4,5,4,5,4,4,5,5,4
2082,5,2,2,5,1,4,4,3,2
2084,2,3,4,5,3,3,3,4,4
2085,5,2,3,4,2,2,3,2,2
2089,3,3,3,3,3,3,3,3,3
2091,4,4,5,4,4,4,3,5,5
2092,4,4,3,4,3,4,3,3,3
2094,4,2,4,4,4,5,5,1,4
2095,4,1,5,2,1,3,3,3,1
2098,3,3,3,4,3,4,3,4,4
2099,3,5,4,2,5,5,5,5,3
2101,4,2,4,4,3,4,3,4,3
2103,2,4,2,2,4,5,2,5,3
2104,4,4,4,4,3,4,4,5,3
2105,5,4,5,4,5,5,5,5,5
2107,5,5,5,5,5,5,5,5,5
2109,3,4,3,4,4,4,2,3,4
2112,5,5,3,3,3,5,4,4,2
2113,4,4,4,4,4,4,4,5,3
2114,1,5,3,4,3,5,4,2,3
2115,4,4,3,3,2,4,4,4,3
2116,2,3,2,2,2,5,4,1,4
2117,3,2,3,5,1,3,4,2,2
2120,3,2,2,2,4,3,5,2,3
2121,4,4,3,4,4,3,5,3,3
2122,4,3,4,3,4,4,5,4,4
2123,5,3,4,4,4,4,4,3,3
2126,3,5,3,5,1,2,3,1,1
2129,5,4,5,4,2,3,5,4,2
2131,3,3,3,3,3,3,3,3,3
2132,3,3,4,4,2,4,4,2,2
2135,4,4,3,3,5,4,3,4,4
2136,5,5,5,3,5,5,4,3,5
2137,5,3,5,3,3,5,5,4,4
2139,4,4,4,3,4,5,4,3,5
2140,5,2,5,4,2,5,5,4,5
2141,3,3,5,4,2,5,4,5,2
2142,4,3,4,4,3,4,4,5,4
2143,3,4,4,3,2,3,3,4,4
2144,3,3,4,5,3,4,4,4,5
2145,2,3,5,4,4,4,5,4,4
2146,3,3,5,4,4,4,4,2,4
2147,2,2,5,4,3,5,4,5,3
2148,5,4,5,5,5,4,5,5,4
2149,5,3,5,5,5,5,4,5,5
2150,3,2,5,4,2,4,4,5,3
2151,4,3,4,3,1,2,5,1,2
2152,5,5,5,4,4,5,5,5,5
2153,4,3,4,4,4,5,5,5,4
2154,5,5,5,5,5,5,5,5,5
2155,4,4,5,4,4,5,5,5,3
2156,3,4,4,3,4,4,3,4,4
2157,3,3,3,2,3,4,2,5,3
2158,5,4,3,4,4,3,4,5,5
2160,2,2,5,2,4,4,4,2,2
2161,3,1,5,1,5,5,1,4,4
2162,4,3,3,2,3,2,3,4,5
2163,1,1,1,1,1,1,1,1,1
2164,3,3,4,4,3,4,4,2,2
2165,4,4,4,4,4,4,4,4,4
2167,4,4,2,3,4,2,3,3,3
2168,3,3,2,4,5,4,3,4,3
2169,4,2,5,5,2,3,4,3,3
2170,2,4,3,3,2,2,4,5,4
2171,5,3,4,3,5,5,4,5,5
2172,5,5,1,4,2,4,5,4,5
2174,3,4,5,4,3,5,2,4,2
2175,4,3,4,4,4,5,5,4,2
2176,2,1,4,3,2,3,4,2,2
2177,4,5,5,4,4,4,5,3,4
2178,5,2,4,4,5,5,4,5,4
2179,3,5,5,5,5,5,5,3,5
2181,5,4,5,5,5,5,5,4,4
2182,4,1,4,3,5,4,4,3,2
2183,4,3,3,3,3,4,4,4,1
2184,4,3,3,3,2,3,3,4,4
2185,3,4,4,3,2,4,3,3,2
2186,5,3,5,5,4,2,1,1,1
2187,4,2,5,5,4,5,4,3,5
2190,4,5,3,4,4,3,5,5,4
2191,4,5,5,3,5,5,5,4,3
2192,5,4,4,5,1,4,4,5,4
2194,4,5,5,3,4,5,5,4,4
2195,3,3,2,4,3,4,4,4,3
2197,4,4,5,5,4,5,3,4,4
2198,3,3,4,4,3,2,4,2,3
2199,4,5,4,4,5,3,5,5,4
2201,3,2,4,3,1,3,4,3,3
2202,3,3,3,1,5,4,5,5,3
2203,4,4,3,5,5,4,5,3,4
2204,3,4,3,4,5,4,2,4,4
2205,5,5,5,5,5,5,5,5,5
2206,3,2,4,4,1,4,3,3,2
2207,5,4,4,5,3,4,5,4,3
2208,1,1,3,3,3,5,3,3,3
2209,3,5,5,4,5,3,3,5,4
2210,5,5,3,4,4,4,5,4,3
2211,1,3,1,1,5,5,3,1,1
2212,4,5,4,4,5,4,5,5,4
2213,3,3,3,2,4,4,2,3,3
2214,4,3,4,5,3,5,4,4,4
2215,4,4,3,2,3,5,5,5,1
2216,4,4,4,4,2,4,2,2,4
2217,3,2,3,3,3,4,2,3,2
2218,3,2,3,1,4,3,2,3,1
2220,4,4,4,3,4,4,5,5,3
2221,4,3,4,3,4,4,2,3,3
2223,4,2,2,4,2,3,3,5,1
2224,3,2,4,4,3,3,4,3,3
2225,5,2,3,1,3,4,4,3,4
2226,2,4,3,4,1,3,4,5,3
2227,5,5,4,4,5,4,5,4,4
2228,4,4,3,4,4,5,5,5,3
2229,3,2,4,2,3,4,3,4,3
2230,4,4,4,4,2,4,4,4,3
2232,3,3,5,5,3,4,2,3,4
2233,3,4,3,4,2,4,3,4,3
2234,2,5,4,5,3,5,4,4,3
2236,4,4,4,4,5,4,5,4,4
2237,4,3,4,4,3,4,5,4,3
2238,4,3,5,3,3,5,5,3,4
2239,3,2,4,5,2,4,3,3,3
2240,5,3,4,3,2,4,3,3,2
2241,2,5,4,4,4,5,4,3,4
2242,4,4,4,5,1,4,4,2,3
2243,4,4,5,5,5,5,5,4,4
2244,4,2,3,2,3,4,2,4,4
2245,2,2,5,5,1,3,4,4,1
2246,3,4,3,1,5,4,5,5,4
2247,3,5,5,2,5,5,4,5,4
2248,5,3,5,3,3,4,3,5,5
2249,5,5,4,4,5,4,5,4,4
2250,5,4,3,2,2,4,3,4,3
2251,4,4,4,4,2,4,5,3,4
2252,3,4,2,4,3,3,2,3,3
2253,3,5,3,5,3,4,4,4,4
2254,4,3,4,4,3,3,3,4,3
2256,2,3,2,2,1,2,1,3,1
2257,4,5,3,4,2,4,4,3,3
2258,1,1,1,1,1,1,1,1,1
2259,2,3,1,1,4,2,2,1,4
2260,3,4,3,2,3,3,2,4,4
2261,5,5,5,5,5,5,4,3,2
2262,4,5,1,5,1,4,3,3,2
2263,5,3,5,5,5,5,5,4,5
2264,1,5,5,1,3,3,2,4,3
2265,5,4,5,5,4,4,5,5,4
2267,2,1,4,3,3,4,2,3,4
2268,2,4,5,3,5,5,4,4,4
2269,1,5,3,5,3,4,2,1,5
2270,2,3,4,3,3,3,3,3,3
2271,4,5,2,4,3,4,3,5,4
2272,2,3,4,3,4,4,3,3,3
2274,2,2,4,3,1,3,4,1,2
2275,3,3,4,3,2,4,4,3,2
2276,5,3,4,5,4,4,4,4,5
2277,5,2,5,5,3,5,3,3,4
2278,3,4,5,4,4,5,3,4,4
2279,3,4,3,1,5,4,3,4,3
2280,4,5,5,4,3,5,5,4,4
2281,3,4,4,3,1,1,4,2,1
2282,3,2,3,2,4,4,4,2,3
2284,5,5,4,4,5,4,5,5,4
2285,1,3,4,2,3,3,2,2,2
2286,4,3,5,4,3,4,4,4,4
2287,3,4,5,3,4,3,4,3,4
2289,2,1,5,4,1,4,3,2,5
2290,3,5,5,5,2,3,5,5,4
2292,1,4,3,1,4,5,3,4,4
2293,2,3,4,3,1,5,2,3,2
2294,3,4,4,3,2,4,3,2,3
2295,4,3,3,5,4,5,5,3,5
2296,3,3,4,4,4,5,4,4,5
2298,5,5,4,4,5,4,5,5,4
2299,4,3,4,1,5,5,4,4,4
2302,1,1,3,4,2,2,4,4,1
2305,4,4,4,2,3,5,2,1,3
2306,1,5,1,5,3,5,2,1,5
2307,3,4,1,1,1,4,5,2,1
2308,3,3,5,3,3,3,3,3,3
2309,4,3,3,3,3,4,4,4,3
2311,5,5,4,4,5,4,5,5,4
2312,4,5,5,5,5,5,4,3,5
2313,3,4,5,4,4,4,3,2,5
2314,5,5,5,5,5,5,5,4,5
2315,5,4,4,5,4,5,5,4,3
2316,2,2,2,3,3,3,2,2,3
2317,3,3,3,3,2,4,4,4,4
2318,3,5,4,5,3,5,3,4,4
2319,2,5,4,5,4,5,4,1,3
2320,4,3,3,4,3,2,5,4,5
2321,4,5,3,4,4,2,3,3,4
2322,4,3,4,3,3,4,3,3,4
2323,4,4,4,3,3,5,3,3,4
2324,4,4,2,3,5,4,5,3,4
2325,4,5,5,5,1,5,4,5,5
2326,5,4,5,5,4,5,5,5,5
2327,4,3,5,4,1,5,5,5,5
2328,1,2,4,4,2,2,1,3,3
2329,5,5,4,4,5,4,5,4,4
2330,3,4,2,2,3,2,3,4,4
2331,1,1,4,5,5,5,4,2,3
2332,3,5,2,2,4,5,4,5,5
2333,4,5,4,2,5,5,3,4,5
2334,2,2,3,5,1,3,2,4,2
2335,5,5,4,4,5,4,5,4,5
2336,5,5,4,4,5,4,5,4,5
2338,5,5,4,4,5,4,5,4,4
2339,4,4,4,4,5,5,5,5,5
2340,4,3,5,5,5,5,3,4,5
2342,4,4,3,2,4,5,3,3,2
2343,3,4,4,4,3,3,2,4,2
2344,2,2,5,3,3,4,3,2,2
2345,2,5,5,1,4,3,3,3,2
2346,5,4,5,4,5,5,1,4,5
2347,5,5,3,5,4,5,4,4,3
2348,5,3,5,5,3,4,5,4,3
2349,2,5,5,4,3,3,4,5,4
2350,5,2,3,3,2,3,5,3,2
2351,5,5,5,5,5,5,5,5,5
2352,3,3,5,5,4,5,4,5,4
2353,4,2,3,4,2,2,4,2,2
2354,3,5,4,4,3,5,4,4,4
2356,4,4,5,5,2,4,5,5,3
2357,3,3,3,3,2,3,3,3,3
2358,4,4,5,4,5,4,4,4,4
2359,4,5,5,1,1,5,5,4,4
2360,5,3,5,5,3,3,4,5,4
2361,3,3,3,3,3,3,3,3,3
2362,4,2,5,4,3,4,3,2,3
2363,5,5,5,5,5,5,5,4,4
2365,4,5,4,5,4,5,5,4,5
2367,5,5,5,5,5,5,5,5,5
2368,3,3,4,2,2,3,3,3,3
2369,4,3,4,4,2,4,3,2,2
2370,4,4,4,4,4,5,4,4,5
2371,4,3,3,5,4,3,3,4,4
2372,3,2,3,3,2,3,4,4,3
2373,5,4,4,3,3,4,3,4,4
2374,1,1,4,2,1,5,4,3,3
2375,2,1,2,4,4,5,5,3,2
2376,4,5,4,1,4,4,4,4,3
2377,3,3,4,3,3,3,5,3,3
2378,1,1,1,1,1,1,5,1,1
2379,1,5,1,3,1,4,4,1,4
2380,4,3,4,5,3,5,3,2,3
2381,5,2,5,2,1,4,4,3,3
2382,1,1,1,1,1,1,1,1,1
2383,4,4,4,4,3,4,3,4,4
2384,2,3,3,3,4,3,3,2,4
2385,5,5,5,5,5,5,5,5,5
2386,4,4,4,5,4,5,4,5,5
2388,3,1,1,2,1,1,2,1,1
2389,4,1,3,3,4,4,5,2,4
2391,3,3,4,4,3,5,3,3,3
2393,4,2,5,3,2,3,4,2,3
2394,3,4,2,4,2,4,2,3,3
2395,4,1,3,4,2,5,5,3,4
2397,5,4,4,1,5,1,3,2,5
2398,5,5,5,5,5,3,5,4,2
2400,3,5,5,5,3,3,3,2,2
2401,2,2,2,2,3,2,1,4,3
2402,2,4,4,4,4,4,4,3,2
2403,2,2,4,5,3,3,4,4,5
2404,5,5,5,5,5,5,5,5,5
2405,4,4,3,3,3,3,4,4,3
2406,4,4,4,3,4,5,4,5,5
2407,3,5,4,5,4,4,5,5,3
2408,4,4,4,3,2,5,4,4,5
2409,1,3,3,3,3,3,1,3,3
2410,5,3,5,3,2,4,5,5,3
2411,3,4,4,3,2,2,4,4,3
2412,5,4,5,5,4,5,5,4,5
2413,4,4,3,3,2,4,3,4,3
2414,4,3,5,4,3,5,4,4,2
2415,3,5,3,1,5,5,2,2,4
2416,4,3,4,4,3,4,4,4,4
2417,4,2,4,2,1,3,2,2,2
2418,4,3,3,5,4,4,5,5,3
2419,2,3,3,2,4,5,4,5,4
2420,3,2,5,4,3,3,3,3,1
2422,2,3,5,4,3,3,5,3,4
2423,3,3,5,3,4,3,4,3,4
2424,5,5,5,5,5,5,5,5,5
2425,1,2,1,1,2,2,1,2,2
2426,5,4,4,2,3,3,4,1,3
2427,4,4,3,4,4,4,3,4,4
2428,3,3,4,1,3,4,4,2,2
2429,4,3,4,3,2,4,4,3,4
2430,3,1,1,1,4,1,2,1,1
2433,3,3,4,3,3,4,4,4,3
2434,4,4,3,4,3,4,3,4,4
2435,2,3,4,3,1,1,3,4,2
2436,3,3,4,4,4,4,4,3,4
2437,1,3,5,3,4,5,3,1,5
2438,4,3,3,3,3,3,3,3,3
2439,3,3,3,4,4,4,4,2,3
2440,4,4,5,5,3,4,4,4,4
2441,2,2,5,3,4,3,4,5,5
2442,4,2,5,3,3,3,5,4,3
2443,4,3,5,4,3,4,5,5,3
2444,5,4,5,5,5,5,4,4,4
2445,3,4,5,1,3,5,5,5,5
2446,4,2,3,5,2,3,5,3,3
2447,3,3,3,3,1,3,3,3,3
2448,4,3,3,1,3,5,5,1,3
2449,3,4,5,5,4,3,5,4,5
2450,3,3,3,3,3,4,5,4,4
2452,5,4,5,4,4,4,5,3,5
2453,4,1,4,2,1,5,2,2,2
2454,4,3,4,5,5,5,3,4,5
2455,5,5,5,5,5,5,5,5,5
2456,3,3,3,4,3,4,2,2,4
2457,3,3,4,3,4,3,4,3,3
2458,4,4,3,3,3,4,4,4,4
2459,3,3,4,5,1,1,3,2,2
2461,3,3,4,4,1,5,3,4,5
2462,3,5,5,3,2,3,5,4,3
2463,5,4,5,5,1,3,5,4,1
2464,4,4,5,4,3,5,3,5,4
2466,2,4,2,2,2,4,4,4,2
2467,5,4,4,5,5,5,5,4,5
2468,4,4,3,3,3,3,3,4,3
2469,3,2,4,4,3,4,4,2,3
2470,4,3,4,4,3,3,4,3,3
2471,2,3,3,3,3,2,3,4,4
2472,3,4,4,5,2,3,4,5,2
2473,2,2,4,2,2,1,4,2,2
2475,4,2,3,4,3,4,5,2,3
2476,4,2,4,4,2,3,4,3,3
2478,3,3,4,4,3,4,4,2,2
2479,3,4,3,3,4,4,4,3,4
2480,4,3,2,3,1,3,4,3,2
2482,5,4,4,3,4,4,4,5,4
2483,5,4,3,4,4,4,5,3,3
2484,3,4,3,4,3,4,5,3,2
2485,3,4,4,4,3,3,3,3,3
2486,1,5,4,3,2,4,1,5,5
2487,2,1,4,5,2,4,2,2,1
2488,3,3,4,4,3,4,3,3,3
2489,4,2,2,3,3,5,5,1,4
2491,5,3,3,4,4,5,5,3,4
2492,5,4,5,5,5,5,5,3,3
2493,4,4,5,5,3,5,5,4,4
2494,3,3,3,4,4,2,2,2,3
2495,3,2,4,4,1,4,3,2,2
2497,3,3,4,5,4,5,4,4,3
2498,3,1,4,3,4,4,2,5,4
2499,5,5,3,5,2,5,4,3,2
2502,2,3,3,2,3,3,4,4,2
2503,4,4,5,3,4,4,4,5,5
2504,5,2,5,2,3,3,4,3,5
2505,4,5,4,1,5,5,5,5,5
2506,5,2,5,4,2,3,4,4,3
2507,3,4,3,3,3,4,4,4,4
2508,3,2,4,3,2,2,4,4,3
2509,4,2,1,2,1,3,2,5,4
2510,3,5,5,4,3,5,4,4,4
2512,2,5,5,2,2,5,4,5,3
2513,3,4,4,4,1,4,3,5,2
2515,2,3,3,3,3,4,4,3,3
2517,5,3,4,4,3,4,4,5,5
2518,3,2,2,5,1,2,5,2,2
2519,4,5,4,2,3,5,3,5,4
2520,3,2,5,4,3,4,3,3,2
2521,4,3,5,4,4,5,4,4,3
2522,4,5,3,5,2,5,5,4,1
2523,5,1,3,5,3,4,4,2,2
2524,4,2,4,4,2,3,4,3,2
2525,3,4,2,5,3,4,3,3,3
2526,2,2,4,2,5,2,4,2,2
2527,3,4,5,5,4,4,4,4,4
2528,3,4,3,2,3,4,4,3,3
2529,4,2,5,4,2,3,5,4,3
2530,5,3,5,3,1,4,2,4,3
2532,4,1,4,4,4,3,4,2,5
2533,4,2,5,4,4,5,4,1,2
2534,2,2,5,5,3,3,3,3,3
2537,2,3,5,3,4,5,2,4,4
2538,2,4,4,4,5,5,3,2,5
2539,4,3,4,5,2,5,2,3,4
2541,1,2,2,5,1,3,4,3,3
2542,4,3,4,3,3,3,3,3,3
2543,3,4,3,2,3,3,4,3,4
2544,1,1,3,2,1,1,2,2,3
2545,4,3,5,5,3,4,4,4,4
2547,3,3,3,3,4,4,4,3,3
2548,4,3,3,3,3,3,5,3,3
2549,4,4,4,5,4,4,4,4,5
2550,2,2,2,2,2,2,2,2,2
2551,5,2,5,5,2,4,4,3,2
2552,3,3,4,3,2,2,3,4,3
2553,3,4,4,4,3,4,4,3,4
2554,3,1,2,5,4,4,4,4,1
2555,4,4,4,5,5,4,4,4,4
2556,4,2,5,5,1,2,4,3,2
2557,3,1,3,5,3,4,4,4,4
2559,5,5,3,5,1,4,5,4,1
2560,3,4,5,3,1,5,4,2,3
2561,4,5,4,2,3,5,3,3,2
2562,3,3,3,3,3,3,4,3,3
2563,3,4,2,4,2,4,4,3,3
2564,2,2,4,4,1,3,3,4,3
2565,4,4,4,3,5,5,4,3,4
2566,1,1,4,4,2,3,4,1,3
2567,3,3,2,3,1,3,4,1,2
2569,2,4,4,3,3,1,1,5,2
2570,4,5,5,4,4,5,2,3,5
2571,3,3,2,3,3,2,2,3,3
2572,3,3,3,5,5,5,4,5,3
2573,5,3,5,4,1,3,5,3,3
2574,4,3,3,5,4,4,3,4,3
2578,1,3,3,3,2,3,3,2,3
2579,4,4,4,5,1,5,3,2,1
2580,4,2,3,5,2,4,5,4,2
2581,3,3,4,2,4,4,5,5,3
2582,4,5,5,5,5,4,4,4,3
2585,4,4,2,5,3,3,4,5,4
2586,4,3,4,5,1,5,2,4,2
2587,4,5,4,4,4,4,4,4,4
2588,3,3,4,3,5,5,4,4,3
2590,5,3,2,5,1,2,2,2,2
2591,2,2,4,5,5,5,4,4,3
2593,5,4,5,5,4,5,5,4,5
2594,3,3,2,3,1,1,2,2,2
2595,1,1,5,4,3,5,5,3,4
2596,2,5,4,2,4,3,3,2,5
2598,3,3,3,3,3,4,4,3,3
2601,4,4,4,4,5,4,4,5,4
2602,4,5,2,5,4,4,5,3,4
2606,5,4,5,4,2,4,4,3,3
2607,2,1,5,1,1,2,5,1,3
2609,5,3,5,4,2,3,5,3,2
2611,5,5,5,5,5,5,5,5,5
2612,2,3,4,4,4,4,5,5,3
2613,4,4,3,1,2,2,4,4,1
2616,1,1,3,1,1,2,2,1,1
2620,4,4,4,4,5,3,5,4,4
2621,2,4,2,4,4,4,3,3,2
2623,2,2,5,5,3,4,5,5,4
2624,5,5,5,2,5,5,5,5,5
2626,5,4,4,4,3,5,2,3,3
2627,3,5,3,4,4,5,3,5,4
2629,4,2,3,5,1,5,5,4,1
2631,3,5,2,4,5,3,5,5,3
2632,2,3,4,3,2,3,4,5,4
2633,4,5,5,4,4,5,4,4,4
2634,3,4,5,5,4,5,4,5,4
2635,4,4,4,5,3,4,5,3,4
2636,2,3,4,4,4,4,3,3,3
2637,3,4,5,2,3,3,5,5,5
2638,3,3,5,3,2,4,5,4,3
2639,4,4,4,4,5,4,4,4,5
2640,3,2,4,5,1,3,4,3,4
2643,5,3,3,4,2,2,4,3,2
2644,4,4,3,1,3,5,3,4,1
2645,2,4,3,3,4,4,1,4,4
2649,3,4,5,5,3,4,5,4,4
2650,3,5,4,3,3,5,5,4,5
2651,4,3,4,3,2,2,5,5,3
2652,2,1,5,4,5,4,4,3,4
2653,3,4,2,2,2,4,3,3,3
2654,1,3,3,1,1,3,4,5,1
2655,3,3,3,3,3,3,3,3,3
2656,1,2,5,2,2,3,3,3,2
2657,3,1,3,2,2,5,5,1,1
2658,3,2,5,5,5,5,4,3,4
2660,5,4,3,4,2,4,5,4,4
2664,3,4,5,3,3,4,4,4,3
2666,4,3,4,3,4,3,3,4,2
2667,3,3,3,3,3,4,4,3,3
2668,5,1,4,3,1,5,5,4,1
2673,5,5,5,5,3,5,5,5,4
2675,3,3,3,3,3,3,3,2,3
2677,4,2,3,4,2,3,4,5,2
2678,4,4,4,4,4,4,4,4,4
2681,3,3,5,4,3,5,2,4,4
2682,4,2,4,2,4,4,4,3,3
2683,3,2,3,3,2,3,2,2,3
2684,4,4,3,4,2,5,5,5,3
2685,4,4,5,5,4,5,3,4,4
2687,2,1,3,2,1,2,3,2,2
2688,4,3,4,3,5,5,3,5,4
2689,4,5,5,4,4,4,4,4,4
2691,4,3,5,2,5,5,3,2,2
2693,3,2,4,2,1,4,3,4,1
2695,5,5,5,3,1,3,4,4,4
2696,4,3,3,3,4,3,3,4,3
2697,3,4,3,5,3,5,4,4,4
2698,2,3,3,4,2,4,3,3,2
2700,3,3,4,3,3,4,3,3,3
2701,4,3,5,3,2,3,4,3,3
2703,3,5,3,3,5,3,4,4,5
2705,4,4,4,5,3,4,3,3,4
2706,4,3,2,3,4,5,3,4,3
2709,4,3,3,5,1,1,4,2,3
2711,2,3,4,4,2,4,2,2,3
2712,5,5,4,5,4,5,5,3,3
2713,5,4,5,2,3,5,2,4,4
2714,3,4,4,4,3,4,3,4,4
2716,3,5,5,4,4,5,3,4,3
2717,3,4,5,4,4,4,2,3,2
2719,4,3,4,4,3,5,5,2,3
2720,3,3,3,4,2,3,2,4,3
2722,4,4,3,5,1,3,5,3,1
2724,3,4,4,3,2,4,5,5,2
2725,4,3,5,5,4,4,4,4,4
2727,5,5,4,5,3,5,5,5,5
2728,5,5,5,5,5,5,5,5,5
2729,5,4,3,4,3,5,5,2,5
2730,5,5,5,3,5,5,4,4,5
2731,2,3,3,3,3,4,2,2,3
2732,3,4,4,5,5,5,5,4,4
2734,3,2,4,3,3,3,3,3,4
2735,4,4,2,3,3,4,3,4,3
2736,4,5,5,5,3,5,5,5,4
2737,2,3,3,3,3,3,3,4,3
2739,5,5,5,5,5,5,5,5,5
2740,3,5,5,4,3,5,5,3,3
2742,4,3,5,5,3,5,4,3,4
2743,2,2,2,2,2,2,2,2,2
2744,5,5,3,5,4,4,5,4,4
2745,4,4,4,4,4,4,4,4,4
2746,3,3,3,3,3,3,4,4,4
2748,2,2,3,4,2,4,2,2,4
2749,1,3,3,5,5,5,5,3,5
2750,3,3,3,2,4,4,5,3,3
2751,4,4,4,3,3,5,5,5,4
2752,4,3,5,5,3,5,3,4,4
2754,5,5,5,5,3,5,5,5,5
2758,2,3,4,3,4,4,3,4,4
2759,3,3,5,4,4,4,4,4,4
2761,5,4,3,3,5,4,5,4,4
2765,4,3,4,4,3,5,4,3,5
2766,5,4,4,5,4,4,4,5,4
2768,4,1,3,4,3,2,3,3,2
2769,5,4,3,5,2,3,5,4,5
2773,4,3,3,4,3,5,5,4,3
2774,4,3,4,3,3,4,5,1,1
2775,5,5,4,5,5,5,5,5,4
2776,1,2,4,3,2,3,3,2,3
2777,1,1,1,3,1,4,3,5,3
2778,2,1,4,3,3,4,4,4,4
2779,3,1,3,1,1,3,4,1,1
2780,5,5,3,5,3,4,2,5,2
2783,4,5,5,3,5,5,5,3,2
2784,2,3,3,3,3,3,4,4,4
2785,4,5,5,5,3,5,3,5,2
2786,3,3,5,4,3,4,3,4,3
2787,4,2,3,3,2,4,3,2,3
2788,5,5,4,5,3,5,3,5,2
2789,5,5,5,4,4,4,3,4,4
2790,5,4,5,2,5,4,4,5,5
2791,5,3,4,4,4,3,3,3,4
2792,5,5,3,3,3,4,3,3,4
2794,3,3,4,4,3,4,3,5,4
2795,5,5,5,3,5,5,5,5,5
2796,4,4,3,3,3,4,4,3,3
2798,4,3,5,5,3,4,4,3,4
2799,5,2,2,4,1,1,5,2,1
2800,4,3,2,3,5,5,5,3,2
2801,4,5,5,5,4,4,3,5,4
2802,3,3,4,5,2,3,4,2,3
2803,3,3,3,3,3,4,4,3,3
2804,4,4,3,3,5,4,5,2,4
2805,4,4,3,5,4,4,4,4,3
2806,3,5,3,4,2,2,3,1,1
2807,5,2,3,4,3,3,4,3,2
2808,3,5,4,3,4,4,4,4,3
2809,5,3,5,4,4,4,4,5,5
2810,2,4,4,5,2,3,3,4,4
2812,5,5,2,2,3,4,5,3,2
2813,2,1,4,4,3,4,5,5,4
2814,3,4,5,4,2,4,4,3,3
2815,4,4,4,3,3,5,5,5,4
2816,5,1,3,5,1,1,5,1,2
2817,3,3,4,3,3,3,3,4,4
2818,3,4,3,2,5,5,3,4,4
2819,4,3,4,3,5,5,5,5,3
2820,3,3,3,2,3,3,3,4,2
2821,5,5,5,5,5,5,5,4,5
2824,3,3,4,3,2,5,5,3,3
2826,4,2,4,4,2,3,3,2,2
2828,2,1,5,4,2,4,3,2,3
2829,4,2,3,3,2,3,4,3,2
2830,4,4,3,3,3,4,3,4,3
2832,3,3,3,5,4,3,3,4,3
2834,3,3,4,5,2,4,4,5,3
