"userid","activity.daily_routines","activity.emotional","activity.entertainment","activity.intellectual","activity.live_music","activity.music_listening","activity.on_the_move","activity.physical","activity.social"
969,4,3,3,5,5,5,5,5,5
972,4,3,5,4,2,3,4,3,3
973,4,3,4,3,3,4,3,4,3
974,3,3,4,4,3,4,4,2,3
975,4,4,4,3,3,4,3,3,4
976,4,2,3,4,2,4,5,4,3
979,4,3,4,4,3,4,3,3,4
980,3,5,4,5,4,5,3,5,4
982,4,5,4,4,5,4,3,4,4
983,3,3,4,4,5,4,4,3,4
984,3,2,4,3,2,4,3,3,2
986,3,4,5,4,2,5,5,3,4
987,4,5,4,5,4,5,4,5,4
988,3,3,3,3,3,3,3,3,3
989,4,5,4,4,4,5,4,4,4
991,5,5,5,5,2,5,5,5,4
992,4,2,3,2,1,4,3,4,3
995,5,5,5,4,5,5,4,5,5
996,5,3,5,5,4,5,4,4,4
998,3,2,5,2,2,2,4,2,3
999,3,2,4,5,2,3,4,3,5
1000,3,5,4,3,4,4,5,4,3
1001,3,4,4,4,2,4,4,3,2
1003,2,1,5,3,3,3,4,4,3
1004,5,4,5,5,4,5,4,4,5
1006,5,5,5,4,3,5,5,3,3
1010,3,2,5,2,1,2,2,1,3
1011,2,1,5,4,2,3,1,1,1
1012,4,3,3,3,4,2,3,4,3
1013,3,4,4,5,3,3,3,3,4
1014,3,3,4,4,3,3,4,4,4
1015,4,3,5,1,5,5,3,5,2
1018,2,2,4,4,3,4,4,4,4
1019,5,3,5,4,2,5,4,2,5
1020,3,2,5,4,2,4,3,4,3
1023,3,4,4,4,3,5,5,5,4
1026,4,5,5,5,5,5,5,5,5
1027,3,3,3,4,4,4,4,4,4
1028,4,2,5,4,4,5,3,4,4
1030,5,2,4,3,2,5,4,3,3
1035,4,3,3,3,2,3,2,4,3
1036,5,3,3,2,4,4,5,3,3
1039,1,3,4,3,3,4,2,2,4
1041,3,3,4,5,5,5,3,3,4
1043,4,4,5,4,3,5,4,3,4
1044,3,4,4,4,4,4,4,4,4
1046,3,3,5,5,3,3,4,2,4
1047,3,3,4,4,3,4,4,3,4
1048,3,3,3,3,3,3,3,3,3
1049,3,4,5,5,1,5,5,5,4
1051,2,2,4,3,2,4,4,4,3
1052,5,4,5,4,4,5,5,4,5
1053,5,1,3,3,1,3,5,3,1
1055,5,3,5,5,4,5,3,4,5
1056,5,4,4,5,5,5,5,4,4
1057,3,1,2,2,1,4,3,2,2
1059,3,3,5,3,3,5,4,2,4
1060,5,4,5,5,4,4,5,5,4
1063,4,1,2,3,4,5,1,3,3
1064,4,3,5,4,3,5,4,4,2
1065,1,5,2,2,5,5,3,5,1
1066,4,3,5,5,4,4,4,4,2
1070,4,4,5,3,4,4,2,5,3
1073,3,5,5,4,4,5,3,3,4
1075,2,4,5,5,2,4,2,3,2
1076,4,4,4,4,4,4,5,4,3
1077,3,2,5,2,4,5,3,3,2
1079,3,4,3,4,3,5,4,3,4
1080,4,2,2,3,4,3,3,3,2
1083,4,2,4,4,3,4,3,2,3
1084,4,3,3,4,3,3,4,3,4
1085,5,3,5,3,2,3,4,3,2
1086,4,2,3,4,2,3,3,4,2
1088,1,1,5,1,4,5,4,1,4
1089,4,2,3,4,2,4,5,2,2
1090,3,3,3,3,4,4,3,3,4
1091,4,4,4,5,2,5,4,4,2
1092,3,4,5,5,5,5,5,5,5
1093,3,5,4,3,5,5,3,4,5
1094,1,1,2,1,1,1,2,3,2
1095,2,4,4,4,3,4,3,3,4
1096,2,3,5,3,3,4,3,5,5
1099,2,2,5,3,3,3,4,3,3
1102,5,4,3,5,1,5,4,2,2
1104,5,5,1,1,5,5,1,1,5
1105,4,1,5,3,1,5,4,3,3
1106,2,4,4,4,2,4,3,3,2
1107,4,5,5,5,5,5,4,5,4
1109,5,5,5,5,4,5,5,5,4
1110,4,1,5,1,3,4,3,2,2
1111,5,4,3,5,2,3,5,3,2
1113,2,5,4,3,1,1,1,5,4
1114,2,2,4,3,3,1,2,3,3
1115,5,4,3,4,4,4,4,1,2
1116,4,2,2,3,1,1,2,3,1
1118,2,3,3,5,2,4,4,5,2
1119,3,4,4,5,1,5,5,3,2
1120,1,1,4,3,1,4,2,1,1
1122,2,3,4,3,1,3,3,1,3
1123,5,4,5,4,4,5,5,4,3
1125,3,3,5,4,3,3,2,3,2
1127,1,3,3,5,1,3,1,1,1
1129,4,3,5,3,3,4,5,4,4
1135,3,3,3,4,2,3,4,2,3
1136,1,1,5,1,1,5,1,1,4
1138,3,3,3,5,2,4,4,4,2
1139,5,4,3,5,2,5,4,4,3
1141,5,5,3,5,4,5,5,5,3
1142,4,2,5,5,5,5,5,5,3
1144,5,4,4,5,3,3,4,4,4
1145,5,2,5,3,5,4,5,4,4
1146,5,4,2,5,5,5,4,4,5
1147,3,3,3,3,4,5,4,2,4
1148,5,5,4,4,3,4,3,5,3
1149,3,1,5,2,4,5,5,3,3
1150,4,5,3,5,3,4,4,5,3
1151,3,2,2,3,3,3,2,3,4
1154,3,3,4,4,1,4,5,3,1
1156,5,5,5,4,5,5,5,5,5
1157,3,2,3,2,2,4,4,4,3
1158,4,5,4,4,3,4,1,4,4
1159,4,2,3,2,5,5,5,4,4
1160,4,4,4,3,1,3,2,5,4
1165,2,4,3,5,2,3,5,3,1
1166,3,4,5,4,5,5,4,5,2
1167,4,4,5,2,4,3,3,5,4
1168,3,3,4,4,2,2,3,3,3
1169,3,3,3,3,3,3,3,3,3
1170,4,4,5,4,3,5,4,5,3
1171,2,4,3,2,5,5,3,3,3
1172,3,3,3,3,3,3,3,3,3
1173,2,1,3,1,5,5,5,5,5
1174,5,2,4,5,1,4,3,2,3
1175,2,2,4,2,1,3,2,2,2
1176,3,2,5,4,4,5,3,4,5
1177,5,5,5,5,5,5,4,5,5
1178,3,4,5,2,5,5,5,4,4
1179,2,3,5,4,5,5,5,5,5
1180,2,4,4,2,1,5,5,2,2
1181,1,2,3,2,1,3,5,1,1
1182,4,4,4,5,2,5,5,4,3
1183,4,3,4,4,2,4,5,4,3
1184,5,5,5,5,5,5,5,5,5
1185,3,2,5,5,2,5,3,2,3
1187,1,2,4,2,1,4,5,1,2
1188,4,4,3,3,4,3,4,4,4
1191,3,3,4,2,3,3,2,2,4
1192,4,5,5,5,4,4,5,4,4
1193,3,1,5,2,4,4,4,2,2
1194,2,4,5,3,2,4,2,5,2
1195,5,4,5,4,4,4,5,4,4
1196,3,4,4,3,3,4,3,4,4
1198,4,1,5,5,1,3,4,1,3
1199,4,4,5,4,2,5,4,3,2
1200,3,2,5,3,2,3,5,5,4
1201,3,3,3,3,3,3,3,3,3
1202,4,2,4,4,1,5,4,4,1
1203,3,4,3,4,2,4,4,3,3
1204,4,2,3,5,5,5,3,4,4
1205,3,5,5,5,4,5,5,3,5
1207,3,3,5,4,4,5,4,3,3
1209,4,4,5,4,3,5,5,5,2
1210,5,1,4,5,2,4,5,2,5
1211,2,4,5,3,2,4,2,1,2
1212,5,4,5,3,5,5,5,5,3
1213,4,3,2,3,2,3,2,2,1
1214,3,4,3,4,3,3,3,3,5
1216,5,5,5,5,3,4,5,5,4
1218,4,3,3,3,4,4,3,3,3
1219,2,1,5,3,2,4,5,1,2
1220,3,3,4,5,5,5,5,4,3
1221,3,5,4,2,4,4,3,4,2
1222,3,3,5,5,4,3,4,5,5
1223,4,4,5,5,2,4,4,3,4
1224,4,4,5,4,5,5,4,4,3
1225,4,3,3,3,2,3,3,4,3
1226,4,3,2,3,3,3,3,3,3
1227,4,3,5,5,3,5,5,5,4
1228,3,3,3,3,3,3,3,3,3
1229,5,5,3,2,5,5,5,5,4
1230,1,2,4,5,5,5,4,2,3
1231,4,3,4,5,2,4,4,3,3
1232,4,5,3,5,4,4,4,4,5
1233,5,3,2,2,1,5,5,2,2
1234,2,4,5,3,1,1,1,1,1
1235,3,4,4,4,4,5,3,3,3
1236,3,2,5,3,1,1,1,3,1
1238,1,3,4,4,1,1,4,3,1
1239,4,2,5,5,3,5,5,5,2
1242,4,3,4,2,2,4,4,2,4
1243,4,5,3,4,4,5,3,5,4
1244,3,3,4,5,4,5,4,4,5
1245,4,5,5,4,4,5,4,4,5
1246,4,5,5,1,5,5,5,5,5
1247,4,4,4,4,5,5,4,4,4
1248,4,1,3,1,4,3,5,4,3
1249,4,5,5,2,5,5,5,5,5
1251,2,4,5,3,4,4,5,5,3
1252,4,3,5,1,4,4,4,5,3
1253,3,1,4,4,1,2,5,3,3
1254,5,3,3,4,3,3,5,3,4
1255,5,4,4,5,4,4,4,3,2
1256,3,2,4,5,2,4,5,2,4
1257,4,3,4,4,3,4,4,4,3
1258,3,3,4,2,4,4,5,3,4
1261,1,3,4,5,2,4,2,4,4
1262,4,4,4,2,3,3,4,4,3
1263,5,4,4,4,3,3,4,4,1
1264,3,2,1,1,1,2,4,4,3
1265,3,3,3,3,3,3,3,3,3
1266,4,3,3,4,3,4,5,3,2
1267,3,3,4,3,3,4,3,3,1
1268,5,3,5,5,3,4,5,5,4
1269,2,4,3,1,2,1,3,4,1
1271,4,4,5,4,5,4,5,3,3
1273,5,3,4,5,5,5,5,3,3
1274,4,3,3,5,4,4,5,4,4
1275,4,4,5,1,4,5,4,5,3
1277,4,2,3,4,4,4,3,2,4
1278,4,3,2,3,1,2,2,2,2
1279,3,3,5,3,3,3,3,3,3
1280,4,4,4,3,2,3,4,3,3
1281,2,1,3,3,1,4,4,1,1
1282,5,5,5,5,3,4,5,5,4
1283,3,3,5,3,3,4,4,4,5
1284,4,4,4,3,5,5,2,4,2
1285,2,2,5,2,5,4,5,4,5
1286,3,4,4,1,4,4,4,3,3
1288,2,2,5,4,3,5,3,4,4
1289,4,5,2,1,5,5,4,5,3
1290,4,3,5,3,1,3,3,2,3
1291,4,4,4,4,3,4,3,3,3
1292,3,3,3,4,4,4,4,3,5
1293,4,1,5,5,1,2,3,3,2
1294,2,1,2,1,5,5,5,4,2
1295,3,4,4,3,2,4,5,3,4
1296,1,3,5,4,4,4,2,4,5
1297,5,2,3,1,2,4,5,4,4
1299,2,1,5,5,1,4,4,2,2
1301,3,3,5,4,5,5,4,3,5
1305,4,3,5,5,3,4,4,5,3
1307,5,5,5,4,3,5,5,4,3
1308,4,5,3,1,5,5,4,5,3
1309,4,5,3,1,5,5,5,5,3
1311,2,4,3,2,4,2,3,3,3
1312,4,3,3,5,3,3,4,4,3
1313,4,4,5,4,4,4,4,3,3
1314,4,3,5,5,5,5,5,4,5
1317,4,2,5,4,2,5,3,3,2
1318,3,3,3,3,3,3,3,3,3
1319,5,4,3,5,5,5,3,2,5
1328,3,3,4,1,4,5,4,4,5
1329,3,1,5,3,1,2,4,3,2
1330,4,3,2,4,4,5,3,3,5
1331,4,4,4,3,3,3,3,3,4
1333,3,3,4,5,5,5,4,4,4
1334,5,5,5,5,4,4,4,4,5
1335,3,2,4,4,2,3,3,3,3
1339,2,1,4,2,2,4,4,5,5
1341,2,4,4,5,3,2,2,4,2
1344,4,4,5,4,4,4,5,4,4
1346,3,2,3,5,5,4,5,4,3
1355,1,5,3,3,5,5,5,5,3
1358,3,4,5,5,1,4,4,2,2
1359,3,5,2,5,2,5,4,3,2
1360,4,5,5,5,3,5,3,5,3
1361,2,2,4,4,3,3,2,3,3
1366,3,4,1,3,2,4,4,4,3
1367,4,2,4,3,4,3,3,3,3
1368,4,3,4,4,5,5,4,3,4
1369,5,3,5,5,4,3,5,4,4
1371,4,4,3,4,3,4,3,4,3
1372,5,5,4,5,5,5,5,3,5
1374,5,3,4,2,4,5,5,4,3
1375,4,4,3,4,4,4,4,4,3
1378,3,4,5,4,4,4,3,4,4
1380,2,3,4,5,2,3,3,3,3
1384,4,3,4,4,4,4,4,4,4
1387,2,3,2,4,3,2,4,3,2
1388,4,5,4,4,2,5,4,5,3
1391,5,5,5,4,2,5,3,3,4
1394,3,2,4,3,4,5,3,4,4
1397,3,2,4,3,2,3,5,4,3
1401,5,2,5,5,2,4,4,3,1
1402,1,1,5,5,3,3,1,3,3
1403,2,3,3,4,3,4,4,3,2
1406,1,4,4,5,5,5,3,5,5
1407,2,4,5,5,3,3,2,5,2
1408,4,5,5,4,5,2,5,4,3
1410,3,3,4,2,3,3,3,4,3
1411,4,4,4,4,4,4,4,4,4
1416,2,3,3,3,3,3,4,4,3
1417,3,3,3,3,3,3,3,3,3
1418,5,5,5,5,4,5,5,4,5
1419,2,3,3,2,3,4,1,3,2
1420,3,3,4,4,4,3,4,4,3
1423,3,3,3,3,3,3,3,3,3
1426,2,2,4,5,3,3,2,4,2
1427,1,4,2,5,4,4,4,3,3
1428,3,3,4,3,2,5,4,3,3
1429,2,2,4,1,1,5,2,4,4
1430,4,4,5,5,5,5,4,5,4
1431,4,4,5,3,4,4,4,3,3
1432,5,5,5,5,5,5,5,5,5
1434,4,3,3,5,3,3,4,4,4
1435,3,5,5,5,4,5,3,5,3
1436,3,1,5,4,3,4,5,3,2
1437,4,4,5,2,3,5,3,3,2
1439,4,2,5,4,1,4,3,3,1
1440,3,3,2,3,4,3,5,4,3
1442,2,2,3,4,2,3,4,3,2
1443,3,4,3,3,3,3,4,4,5
1444,1,2,4,2,2,3,4,3,2
1447,3,4,4,5,4,4,4,4,4
1448,3,3,3,4,1,2,4,2,2
1449,4,4,5,4,3,5,5,5,4
1450,1,3,5,3,5,4,5,2,5
1451,3,4,3,4,3,3,5,4,4
1452,5,5,5,5,5,5,5,5,5
1453,1,1,4,5,1,2,1,1,1
1455,4,3,3,1,4,4,3,4,3
1459,4,4,3,3,4,4,4,4,4
1460,3,3,3,3,3,3,4,3,3
1463,4,4,4,4,4,5,4,4,4
1464,3,3,3,3,4,4,2,3,4
1465,4,4,4,4,4,4,4,4,4
1466,4,3,4,3,4,3,4,3,4
1468,4,4,3,4,4,5,4,4,4
1471,3,3,5,5,3,5,4,3,4
1472,4,4,4,4,4,5,4,4,3
1473,5,5,5,5,3,5,3,2,2
1475,4,5,4,1,4,5,3,5,5
1477,3,3,3,3,3,3,3,3,3
1480,5,1,4,2,3,5,4,4,5
1482,4,4,4,4,4,4,4,5,3
1484,3,3,4,3,3,3,5,4,2
1485,3,3,4,3,3,4,5,4,3
1486,5,3,4,5,3,4,5,5,4
1489,3,2,3,5,1,3,2,2,1
1490,3,1,2,5,2,2,3,5,4
1491,4,5,2,5,5,5,4,3,4
1492,2,4,5,4,3,4,3,4,4
1493,5,4,5,5,3,5,5,3,3
1494,4,4,3,3,3,4,3,3,4
1495,5,5,5,5,5,5,5,4,5
1496,2,3,4,5,4,5,4,3,5
1497,3,3,4,3,2,4,3,4,3
1498,3,4,5,4,2,4,3,3,3
1499,2,3,3,3,3,4,3,4,4
1500,4,3,5,3,5,5,2,5,3
1501,4,2,2,1,5,5,5,5,3
1502,3,1,5,4,5,3,4,5,2
1503,3,2,5,4,2,3,4,5,4
1504,5,3,4,3,2,4,4,5,3
1507,3,3,4,4,4,5,4,3,3
1510,4,3,5,3,3,4,5,4,4
1511,2,1,3,4,3,3,1,3,4
1512,4,5,3,4,4,4,5,3,3
1513,4,1,3,4,4,4,2,4,4
1514,1,4,4,4,4,4,1,4,4
1516,3,1,2,2,4,4,3,4,2
1517,1,4,2,5,2,3,2,4,3
1518,4,5,5,4,5,4,4,5,5
1520,1,5,3,5,4,5,3,5,5
1522,3,2,5,3,3,4,4,4,3
1525,3,3,2,1,1,3,1,2,2
1526,3,1,5,3,3,3,2,3,1
1527,3,1,2,3,2,1,3,2,3
1528,2,3,4,4,4,5,4,2,3
1529,4,3,3,2,2,3,3,3,2
1530,4,5,4,4,2,3,4,4,4
1531,3,5,5,3,3,5,2,5,5
1534,5,2,5,3,1,4,3,4,2
1535,5,3,4,4,3,5,3,1,3
1540,5,3,5,5,5,5,4,3,5
1541,4,4,4,4,4,4,4,4,4
1542,3,1,5,5,2,2,4,2,3
1543,5,1,4,1,1,1,5,1,1
1545,4,3,5,4,3,4,4,3,3
1546,2,3,5,5,1,5,3,2,1
1547,3,2,4,3,2,2,5,3,1
1548,3,5,4,2,5,4,4,5,4
1549,3,2,5,4,2,4,5,3,2
1552,2,4,5,3,4,3,4,4,4
1553,3,3,3,4,3,3,3,3,4
1554,5,5,5,5,4,4,5,5,4
1557,3,4,4,3,3,3,4,2,4
1558,5,1,2,3,2,5,4,3,5
1560,3,3,5,4,3,4,5,4,3
1562,2,3,4,3,3,3,4,3,3
1564,3,4,3,4,3,3,4,3,3
1565,2,3,5,5,3,5,5,4,2
1566,3,4,4,2,3,3,4,3,4
1567,3,2,5,4,2,3,2,4,3
1569,3,3,4,3,3,4,3,4,3
1570,2,2,4,3,5,5,4,5,2
1573,3,2,4,4,1,1,4,4,4
1574,4,4,3,2,3,1,3,5,2
1576,2,2,4,4,2,3,3,3,4
1577,4,3,5,4,4,4,5,3,3
1578,1,1,1,1,4,3,3,3,1
1580,3,5,4,5,5,5,4,4,3
1581,4,2,3,5,4,4,3,2,4
1582,4,4,5,1,2,3,5,5,2
1583,2,3,4,4,2,4,4,3,3
1585,5,2,5,5,5,5,4,2,3
1586,3,2,4,4,3,4,4,2,3
1587,5,5,5,5,3,5,5,4,5
1588,3,3,3,4,3,3,3,4,3
1589,5,5,5,4,5,4,4,4,5
1591,4,3,4,3,2,3,3,2,3
1592,3,4,4,4,2,3,3,3,4
1593,2,2,4,3,3,3,2,3,3
1594,3,4,5,4,3,3,4,5,2
1595,4,2,5,4,3,2,5,3,2
1596,2,3,4,5,5,5,3,2,2
1600,3,2,2,3,2,2,2,2,2
1602,2,4,4,5,3,3,4,2,4
1606,3,3,4,4,2,2,5,4,4
1607,2,2,3,3,3,3,4,3,3
1608,5,4,5,4,3,5,4,4,3
1609,2,2,4,2,3,3,4,4,3
1610,3,3,4,4,3,3,3,2,2
1612,2,5,4,4,1,5,3,3,5
1613,4,4,5,3,5,5,5,5,5
1614,3,2,4,3,3,5,4,4,3
1615,4,4,4,4,3,5,4,2,3
1616,5,5,4,4,5,2,5,5,5
1617,2,2,5,3,2,3,4,3,4
1618,3,1,4,1,1,4,2,4,3
1619,3,2,3,5,1,1,3,4,2
1620,3,2,2,2,2,3,3,2,2
1623,5,3,5,5,3,4,5,3,4
1624,2,2,4,3,3,3,4,4,3
1625,3,4,2,5,4,3,4,5,3
1626,5,5,5,1,5,5,5,5,5
1627,4,5,1,5,5,5,4,3,4
1628,1,1,2,5,3,5,1,1,1
1630,5,3,5,5,3,5,5,5,5
1631,3,5,4,4,3,5,3,3,4
1632,3,4,4,4,2,3,4,2,2
1633,3,4,4,3,3,2,4,4,1
1634,2,3,5,1,5,4,4,4,5
1635,4,3,3,3,4,3,3,3,3
1636,4,4,4,4,4,4,4,4,4
1637,3,2,5,4,2,3,4,2,3
1639,2,2,1,1,1,1,2,1,1
1640,3,3,5,3,3,4,3,3,3
1642,4,4,3,4,4,1,4,3,1
1643,2,1,5,5,4,5,4,2,2
1644,1,3,5,3,2,3,5,3,3
1646,5,5,3,5,2,5,5,4,5
1648,4,1,5,2,1,5,1,1,1
1653,5,5,5,5,5,4,5,5,5
1654,4,3,5,5,3,3,3,2,2
1658,4,4,4,4,3,3,4,4,3
1659,2,4,4,4,2,5,4,3,4
1660,4,5,4,4,4,4,4,5,4
1661,4,2,4,4,3,4,4,3,3
1662,3,3,4,1,5,3,4,4,2
1663,5,5,5,4,3,5,5,4,3
1664,3,3,3,4,3,3,3,4,3
1665,2,2,5,5,2,5,3,4,3
1666,3,3,5,3,3,3,4,2,2
1667,3,4,4,3,4,4,3,3,2
1669,5,1,4,5,1,5,5,4,2
1670,5,5,4,5,4,5,5,5,3
1671,2,2,3,5,2,4,4,3,3
1672,2,3,4,2,2,4,3,4,4
1673,2,2,5,4,4,4,4,3,4
1675,2,2,3,3,4,2,2,2,4
1677,2,2,4,3,2,4,4,2,2
1678,2,4,4,1,4,5,4,4,4
1679,3,3,4,3,3,4,4,3,4
1681,3,4,4,3,4,4,3,3,3
1682,5,3,4,4,4,4,5,4,4
1684,5,2,3,4,5,5,5,4,5
1685,5,5,4,5,3,4,5,5,4
1686,3,3,3,3,3,3,3,3,3
1687,5,5,5,5,5,5,5,5,5
1688,3,3,3,5,5,5,3,3,4
1690,1,5,2,5,2,5,3,3,1
1691,4,4,3,1,5,5,5,4,5
1692,4,4,4,3,3,4,5,5,3
1695,5,3,5,3,5,5,5,3,4
1696,3,2,4,2,1,1,5,5,1
1697,1,4,2,2,2,4,4,3,2
1699,5,3,3,5,2,2,4,3,3
1700,2,3,2,2,4,4,1,2,3
1701,4,4,3,2,2,4,4,4,3
1703,5,2,5,5,2,2,4,2,2
1704,2,2,4,4,2,4,2,2,3
1705,3,4,4,5,3,4,3,3,4
1706,2,2,3,2,3,3,4,3,3
1707,2,3,5,4,3,4,3,2,5
1708,4,3,3,5,2,3,5,2,1
1709,3,2,4,2,2,3,2,3,3
1710,4,2,5,2,3,5,3,3,4
1711,5,5,5,4,3,5,5,5,4
1712,3,3,5,2,5,3,5,5,5
1714,2,1,3,4,3,5,3,1,4
1715,2,3,4,3,2,4,5,5,3
1717,2,4,5,4,1,4,3,3,1
1718,5,4,4,4,5,5,5,5,5
1720,5,5,5,5,4,4,5,5,4
1721,5,4,5,5,5,4,5,4,4
1723,4,3,3,4,2,3,4,3,2
1725,2,1,4,3,1,2,4,1,1
1726,5,4,5,4,1,3,3,4,2
1727,2,2,3,2,3,2,4,2,3
1728,5,4,5,5,4,5,5,4,4
1730,4,5,3,2,2,4,5,5,3
1732,4,4,5,4,4,5,5,4,4
1733,5,2,5,3,2,3,2,4,3
1734,4,5,5,3,4,5,3,5,3
1735,2,4,4,3,2,4,3,3,3
1737,4,4,4,4,4,4,3,3,4
1738,5,4,5,4,4,5,5,2,4
1739,4,4,2,3,3,3,3,3,2
1741,5,3,5,1,5,4,4,4,4
1742,2,5,4,3,4,2,1,5,3
1744,4,2,4,3,3,5,3,3,2
1745,2,3,3,4,1,1,3,2,1
1747,5,4,4,5,1,4,5,4,2
1748,5,5,3,5,3,4,3,3,5
1749,4,3,4,3,2,4,4,3,4
1752,4,4,3,4,2,3,4,5,3
1753,3,4,5,5,4,4,4,5,4
1754,2,2,5,3,3,4,4,2,2
1755,2,2,4,2,5,5,4,4,4
1756,4,1,5,1,2,3,3,1,1
1757,5,1,5,5,1,1,1,3,1
1758,2,2,4,3,3,3,3,3,2
1759,2,3,3,2,4,5,4,3,3
1760,4,4,4,4,4,4,4,4,4
1764,4,4,3,1,5,5,2,4,2
1765,3,3,3,4,3,4,4,4,3
1767,2,3,4,3,1,1,2,3,2
1768,3,5,4,4,3,5,3,5,5
1770,4,3,5,5,3,4,4,3,3
1772,5,3,4,4,4,3,4,4,4
1773,2,3,5,2,2,4,4,5,5
1774,2,5,3,1,1,5,4,2,2
1775,2,5,4,3,2,4,5,4,4
1776,4,3,4,5,3,4,3,4,4
1778,1,2,4,1,2,1,3,3,4
1779,2,2,3,2,3,4,4,3,3
1780,5,4,3,5,2,4,4,2,2
1781,3,3,5,2,4,5,4,4,3
1783,3,2,3,4,2,4,3,2,3
1784,2,5,4,3,4,4,5,3,3
1785,3,4,4,1,3,3,5,4,5
1787,2,2,2,3,3,2,2,3,2
1788,3,2,4,3,3,4,4,4,3
1790,2,3,3,4,2,3,3,2,3
1792,4,2,4,2,2,3,5,2,2
1794,4,3,4,3,3,3,4,3,3
1795,4,3,3,3,4,4,3,4,4
1797,4,3,4,4,3,3,4,3,3
1798,2,5,3,4,3,3,5,4,3
1799,3,3,4,3,5,4,4,4,3
1800,5,5,5,3,3,4,5,5,3
1801,3,3,5,4,4,4,3,2,5
1804,2,4,3,4,2,2,4,4,4
1807,4,3,3,3,2,4,3,3,2
1808,3,5,5,5,4,5,5,4,4
1809,5,3,5,3,4,3,4,3,3
1810,5,4,4,4,3,5,5,4,3
1811,3,4,3,2,2,5,3,5,3
1813,3,4,4,5,4,4,3,3,4
1814,3,4,3,3,3,4,5,2,2
1816,2,5,4,5,4,3,4,3,4
1818,3,3,5,4,5,5,5,4,4
1819,5,4,3,3,2,4,5,3,3
1821,4,4,3,3,2,5,3,3,2
1822,4,2,4,3,3,3,3,3,3
1824,4,5,4,5,2,3,3,5,2
1826,2,2,4,4,2,3,3,3,2
1827,2,3,3,4,3,4,2,4,4
1829,1,4,3,5,1,5,1,4,4
1830,4,3,5,3,2,4,3,4,5
1831,4,3,4,4,4,4,3,3,4
1832,2,2,5,5,1,2,4,3,3
1833,3,4,4,4,3,3,3,3,4
1834,2,3,3,3,3,3,1,3,3
1836,4,4,4,5,5,5,5,4,5
1839,4,3,3,2,2,4,3,4,3
1841,4,3,3,5,3,3,3,4,3
1843,3,2,2,3,3,4,4,2,3
1844,4,4,5,2,4,4,3,5,4
1846,2,2,3,2,3,3,4,2,3
1847,5,5,5,5,5,5,5,5,5
1848,4,4,4,4,4,4,4,4,4
1849,5,4,5,4,4,4,3,4,4
1850,2,5,4,4,1,5,3,4,4
1851,5,3,5,3,5,5,1,5,4
1852,3,3,3,4,3,3,3,4,3
1853,3,2,4,3,2,4,4,4,2
1855,5,3,4,4,3,4,4,4,5
1856,2,3,5,5,2,4,5,4,2
1858,2,3,4,3,3,3,3,4,4
1859,3,4,5,3,3,5,2,1,2
1860,1,1,3,2,1,1,4,1,1
1861,1,3,1,3,1,1,1,3,1
1862,4,5,3,5,4,5,4,4,4
1863,4,2,4,2,2,3,4,4,3
1864,4,3,5,5,3,5,5,4,4
1865,4,2,4,3,4,4,4,2,3
1866,5,3,5,5,2,5,5,3,4
1868,3,4,4,4,3,4,3,4,5
1870,3,2,5,1,2,5,2,2,3
1872,5,5,5,2,5,5,3,5,1
1873,3,5,3,3,5,3,3,4,4
1874,4,4,4,4,3,4,3,3,4
1875,3,5,5,3,4,4,4,3,5
1877,5,3,4,5,3,4,5,3,4
1878,3,3,3,3,3,3,3,3,3
1880,4,4,5,5,5,5,5,3,5
1882,3,4,5,5,4,5,5,5,5
1884,4,4,5,2,2,5,4,5,4
1885,3,2,4,4,1,1,3,2,3
1886,1,2,4,4,2,3,2,3,2
1887,2,4,4,4,4,4,3,4,4
1888,1,4,4,4,2,5,3,4,4
1889,5,5,5,4,3,5,4,3,4
1893,4,4,3,5,2,3,2,2,3
1894,3,3,4,4,1,2,3,2,3
1895,4,3,4,3,4,4,3,2,3
1897,5,1,4,1,5,5,5,5,5
1898,4,5,5,4,3,5,2,3,1
1899,5,4,4,4,4,4,4,4,4
1904,2,1,5,1,1,2,4,1,2
1905,3,2,2,1,1,2,2,2,1
1906,5,5,5,5,5,5,5,5,5
1907,2,2,3,3,3,3,4,3,2
1908,3,3,3,3,3,3,3,3,3
1909,4,3,3,4,5,5,4,2,5
1910,5,4,5,4,2,5,4,3,3
1911,5,3,4,4,4,4,5,4,4
1912,2,2,1,1,1,5,5,3,3
1916,5,5,3,5,3,2,5,5,3
1917,2,1,4,2,1,4,4,2,2
1918,4,4,4,4,4,4,4,4,4
1921,3,4,5,5,4,5,5,4,4
1922,4,4,4,4,4,5,4,4,4
1923,4,5,5,3,4,5,5,4,3
1924,3,3,3,5,4,5,5,3,4
1925,3,4,4,2,3,3,3,4,3
1927,4,2,4,2,4,4,3,5,3
1929,2,2,3,4,3,2,4,3,2
1930,3,3,3,4,4,2,2,2,3
1931,5,2,4,3,4,4,4,3,2
1932,5,3,4,3,2,4,3,4,2
1933,4,3,1,3,2,4,5,3,2
1938,3,4,5,3,4,5,3,3,3
1939,3,5,5,5,5,4,4,4,5
1940,2,5,4,4,1,4,2,3,3
1941,5,2,5,3,3,5,5,4,3
1944,4,1,4,2,3,4,4,3,1
1945,5,5,4,3,5,5,5,4,5
1946,4,3,5,2,1,5,4,3,4
1948,3,3,4,5,2,3,4,4,2
1949,3,2,5,5,2,4,3,2,4
1951,3,3,4,4,2,3,4,3,3
