"userid","mood","activity.daily_routines","activity.emotional","activity.entertainment","activity.intellectual","activity.live_music","activity.music_listening","activity.on_the_move","activity.physical","activity.social"
680,"gentle",0,0,0,1,0,1,0,1,1
680,"glorious",0,1,1,0,1,0,0,1,1
680,"heroic",1,0,0,0,1,0,0,1,1
680,"interested",0,1,1,1,1,1,0,0,0
680,"nocturnal",1,0,1,1,1,0,0,1,1
680,"sexual",1,0,0,1,0,0,0,1,1
680,"slow",0,0,0,1,0,0,1,1,0
680,"tranquil",0,0,0,1,1,1,0,1,1
680,"uplifting",0,1,1,0,0,0,0,1,0
682,"bitchy",0,0,0,0,0,0,0,0,1
682,"rhythmical",0,0,0,0,1,0,1,1,0
685,"amazed",0,1,0,0,1,0,0,0,1
685,"bitchy",1,0,0,0,0,0,1,0,0
685,"celebratory",0,1,1,1,1,1,0,1,1
685,"happy",1,1,1,1,1,1,1,1,1
685,"pulsating",0,0,1,1,0,1,1,0,1
685,"retro",1,0,0,1,0,0,0,1,0
685,"strong",1,1,1,1,1,1,1,1,1
685,"stylish",0,1,0,1,0,0,0,1,0
685,"uplifting",0,0,1,0,0,0,0,1,0
686,"dramatic",0,1,0,1,1,0,1,0,1
689,"delighted",0,0,1,0,1,0,0,0,0
689,"graceful",0,1,0,1,0,0,0,0,0
689,"interested",0,1,1,1,1,1,1,0,1
689,"light_hearted",0,1,0,0,0,0,0,0,1
689,"liked",0,0,0,0,0,1,0,0,0
689,"serene",0,1,0,1,0,1,0,0,0
691,"amazed",0,0,1,1,0,0,0,0,0
691,"epic",0,1,1,0,0,1,0,0,0
691,"free",0,1,1,0,1,1,1,1,1
691,"furious",0,1,1,0,0,0,1,0,0
691,"intense",0,0,1,0,1,1,1,1,0
691,"liked",0,1,0,0,1,0,0,0,0
691,"peaceful",0,1,1,0,0,1,0,0,1
691,"sorry",0,1,1,0,0,1,0,0,0
691,"spontaneous",0,1,1,1,0,0,0,0,0
691,"stimulated",0,0,1,0,1,0,1,1,0
691,"tranquil",1,1,0,1,0,1,1,0,0
692,"emotional",0,0,0,0,0,0,0,1,0
692,"euphoric",1,1,1,1,1,1,1,1,1
692,"nocturnal",,,,,,,,,
692,"peaceful",1,1,1,1,1,1,1,1,1
692,"uplifting",1,1,0,0,1,1,1,1,1
694,"bitchy",0,1,0,0,1,1,1,0,0
694,"bored",0,0,0,0,0,0,0,0,0
694,"enthusiastic",1,0,0,0,1,0,1,1,0
694,"free",0,1,1,0,1,1,1,0,0
694,"inspired",1,1,0,1,1,1,0,1,0
694,"pulsating",1,0,0,0,0,0,1,1,0
694,"reflective",1,1,0,0,1,1,1,0,0
694,"smooth",1,1,0,0,0,0,0,0,1
697,"amazed",0,1,0,0,0,0,0,0,0
697,"dreamy",0,0,0,0,0,0,0,1,0
697,"epic",0,1,0,0,0,0,0,0,0
697,"good",0,0,1,0,0,0,0,0,0
697,"inspired",0,0,0,0,0,0,0,1,0
697,"interested",0,1,0,0,0,0,0,1,0
697,"romantic",0,0,0,0,1,0,0,0,0
697,"satisfied",1,0,0,0,0,0,0,0,0
697,"smooth",0,0,1,0,0,0,0,0,0
700,"aggressive",0,0,0,0,1,0,0,0,0
701,"passionate",1,1,1,0,0,1,1,0,1
704,"fun",0,0,1,0,0,0,0,1,0
704,"furious",0,0,0,0,0,0,0,1,0
704,"repetitive",0,0,0,0,0,0,0,0,0
704,"severe",0,0,0,0,0,0,0,0,0
704,"sorry",0,1,0,0,0,0,0,0,0
706,"aggressive",1,0,0,0,0,0,0,1,0
706,"amazed",,,,,,,,,
706,"dreamy",0,1,0,0,0,0,0,0,0
706,"enthusiastic",,,,,,,,,
706,"festive",1,0,1,0,1,0,1,1,1
706,"friendly",1,0,1,0,0,0,1,1,0
706,"funny",0,0,0,0,1,0,1,1,1
706,"hot",0,0,0,0,0,0,0,1,1
706,"in_love",0,1,0,1,0,1,0,0,1
706,"liked",1,0,0,0,1,0,1,1,0
706,"motivational",,,,,,,,,
706,"nocturnal",,,,,,,,,
706,"peaceful",0,1,0,1,0,0,0,0,0
706,"positive",1,1,0,1,0,1,1,0,0
706,"powerful",,,,,,,,,
706,"pulsating",,,,,,,,,
706,"reflective",0,1,0,1,0,0,0,0,0
706,"religious",0,0,0,0,0,1,0,0,0
706,"repetitive",1,0,0,0,1,0,1,1,0
706,"rhythmical",,,,,,,,,
706,"romantic",0,0,0,0,1,1,0,0,1
706,"sad",0,1,0,0,1,1,0,0,0
706,"severe",,,,,,,,,
706,"sexy",0,1,0,0,0,1,0,1,0
706,"slow",0,1,0,1,0,1,0,0,0
706,"smooth",0,1,0,1,0,1,0,0,0
706,"spiritual",,,,,,,,,
706,"stimulated",1,0,0,0,0,1,1,1,1
706,"strong",1,0,1,0,1,0,1,1,0
708,"relaxed",1,1,0,1,0,1,0,0,0
709,"melancholic",1,1,0,1,0,1,0,0,1
709,"stimulated",1,0,1,1,0,0,1,1,0
710,"delighted",0,0,0,0,0,1,0,0,0
710,"encouraged",0,0,0,0,0,0,1,0,0
710,"friendly",0,0,0,0,0,0,0,0,1
710,"furious",0,0,0,0,0,0,0,0,0
710,"good",0,0,0,0,0,0,1,0,0
710,"intense",0,0,0,0,0,0,0,1,1
710,"liberated",0,0,0,0,0,0,1,0,0
710,"melancholic",0,1,0,0,0,0,0,0,0
710,"moody",0,0,0,0,0,0,0,0,0
710,"motivational",0,0,0,0,0,0,1,0,0
710,"positive",0,0,0,0,0,1,1,0,0
710,"repetitive",0,0,0,0,0,0,0,0,0
710,"serene",0,0,0,0,0,1,1,0,0
710,"tragic",0,0,0,0,0,0,0,0,0
712,"celebratory",0,0,0,0,1,0,0,0,1
713,"satisfied",1,1,0,0,0,0,0,1,0
714,"delighted",0,1,0,0,0,1,0,0,1
714,"uplifting",0,1,0,1,0,0,0,0,1
715,"energetic",0,0,0,0,0,0,0,1,0
718,"epic",0,0,0,0,0,0,1,0,1
718,"euphoric",0,0,0,0,0,1,1,0,1
718,"fast",1,0,0,0,0,0,1,0,0
718,"friendly",1,0,0,0,0,0,0,0,0
719,"friendly",0,0,1,0,0,0,0,1,1
720,"sad",1,1,0,0,0,0,0,0,0
720,"slow",1,1,0,0,1,0,1,0,0
721,"nocturnal",0,0,0,0,0,0,0,0,1
722,"celebratory",0,0,0,0,1,1,0,0,1
722,"serene",1,1,0,1,0,0,0,0,0
723,"bitchy",0,0,0,0,0,1,0,0,0
723,"liked",0,0,0,0,0,0,1,0,0
723,"sentimental",0,0,0,0,0,1,0,0,0
723,"soft",0,0,0,0,1,0,0,0,0
723,"successful",0,0,0,0,0,0,0,1,0
724,"heroic",0,0,1,0,0,0,0,0,0
724,"inspired",,,,,,,,,
725,"driving",,,,,,,,,
725,"fantastic",,,,,,,,,
725,"free",1,0,1,0,1,0,1,1,0
725,"playful",0,0,1,0,1,0,1,1,0
725,"pleasant",1,1,0,1,0,1,0,0,0
725,"strong",1,0,1,0,1,0,1,0,0
726,"aggressive",0,1,0,0,0,0,0,0,0
726,"animated",0,0,1,0,0,0,0,0,0
726,"celebratory",0,0,0,0,0,0,0,1,0
726,"dancing",0,0,0,0,1,1,0,0,0
726,"dramatic",0,1,0,0,0,0,0,0,0
726,"dreamy",0,1,0,0,1,1,1,0,0
726,"elegant",,,,,,,,,
726,"encouraged",0,0,0,1,0,0,0,0,0
726,"enthusiastic",1,0,0,0,0,0,0,0,0
726,"fantastic",0,0,0,1,0,0,0,0,0
726,"free",0,0,0,1,0,0,0,0,0
726,"furious",0,0,0,0,0,0,0,1,0
726,"gentle",0,0,0,1,0,0,0,0,0
726,"glorious",0,0,0,1,0,0,0,0,0
726,"heroic",0,0,0,0,1,0,0,0,0
726,"joyful",0,0,0,0,0,1,0,0,0
726,"jumpy",0,1,0,0,0,0,0,0,0
726,"light_hearted",0,0,1,0,0,0,0,0,0
726,"liked",0,0,1,0,0,0,0,0,0
726,"loud",0,0,0,0,1,0,0,0,0
726,"melancholic",0,0,0,0,0,0,0,0,1
726,"passionate",0,0,0,0,1,1,0,0,0
726,"pleasant",0,0,0,0,0,0,0,0,1
726,"powerful",0,0,0,0,0,0,0,1,0
726,"pulsating",0,0,0,0,1,0,0,0,0
726,"reflective",0,0,0,0,0,1,0,0,0
726,"repetitive",0,0,0,0,0,0,0,0,1
726,"rhythmical",0,0,0,1,0,0,0,0,0
726,"romantic",0,0,0,1,0,0,0,0,0
726,"severe",0,0,0,0,1,0,0,0,0
726,"sexual",0,0,0,1,0,0,0,0,0
726,"sexy",0,0,0,0,0,0,0,1,0
726,"soft",0,0,0,0,0,1,0,0,0
726,"sorry",0,0,0,0,0,1,0,0,0
726,"spiritual",0,0,0,1,0,0,0,0,0
726,"spontaneous",0,0,0,1,0,0,0,0,0
726,"stimulated",0,0,0,0,1,0,0,0,0
726,"successful",0,0,0,0,1,0,0,0,0
726,"tranquil",0,0,0,0,0,1,0,0,0
727,"tranquil",1,0,0,0,0,0,0,0,0
728,"aggressive",0,1,0,0,0,1,0,0,0
728,"bored",0,1,1,0,0,0,0,0,1
728,"celebratory",0,0,0,0,1,0,0,0,0
728,"dancing",0,0,0,0,1,0,0,0,0
728,"delighted",0,0,0,0,0,1,0,0,0
728,"easy",0,0,0,0,0,0,1,0,0
728,"emotional",0,1,1,0,1,1,1,0,1
728,"enthusiastic",,,,,,,,,
728,"epic",0,0,0,0,0,1,0,0,0
728,"festive",0,0,0,0,0,1,0,0,0
728,"furious",0,0,0,0,1,0,0,0,0
728,"glorious",0,1,0,0,0,0,0,0,0
728,"heroic",0,0,0,0,0,1,0,0,0
728,"hot",0,1,1,0,0,0,0,0,1
728,"liberated",0,0,0,0,0,1,0,0,0
728,"liked",0,0,0,1,0,0,0,1,0
728,"loud",0,0,0,0,1,0,0,0,0
728,"melancholic",0,0,0,0,0,0,0,1,0
728,"playful",0,0,1,0,0,0,0,0,0
728,"positive",0,0,1,0,0,0,0,0,0
728,"powerful",0,0,0,0,0,1,0,0,0
728,"pulsating",0,0,0,1,0,0,0,0,0
728,"reflective",0,0,0,0,0,0,0,1,0
728,"relaxed",0,0,0,0,0,0,1,0,0
728,"religious",0,0,0,0,0,1,0,0,0
728,"retro",1,0,0,0,0,0,0,0,0
728,"satisfied",0,0,1,0,0,0,0,0,0
728,"sentimental",0,0,0,0,0,0,1,0,0
728,"sexual",0,1,0,0,0,0,0,0,0
728,"smooth",0,0,0,0,1,0,0,0,0
728,"strong",0,0,0,0,0,0,0,1,0
728,"stylish",0,0,0,0,1,0,0,0,0
729,"bitchy",0,1,0,0,1,0,0,1,0
729,"cool",0,1,0,1,1,1,0,0,1
729,"dramatic",1,1,1,1,1,1,1,1,1
729,"fantastic",0,0,1,0,1,1,0,1,0
729,"free",0,0,1,1,1,1,1,1,1
729,"intense",0,0,0,0,1,0,0,1,0
729,"moody",0,1,0,1,0,1,0,0,0
729,"playful",0,0,1,0,1,1,1,1,1
729,"pulsating",0,0,0,0,1,0,1,1,0
729,"rhythmical",1,0,1,0,1,0,0,1,0
729,"severe",0,1,0,0,0,0,0,1,0
729,"stylish",0,0,0,0,1,1,0,0,1
731,"fantastic",1,1,1,1,1,1,1,1,1
731,"friendly",1,1,1,1,1,1,1,1,1
731,"glorious",1,1,1,1,1,1,1,1,1
731,"retro",0,1,1,1,0,0,0,0,1
731,"sexy",1,1,1,1,1,1,1,1,1
731,"spiritual",0,1,0,1,0,0,0,0,0
732,"amazed",0,0,0,0,0,0,1,1,0
732,"friendly",0,0,0,0,0,0,0,1,0
732,"intense",1,0,0,0,0,0,0,0,0
732,"interested",1,1,1,1,1,1,1,1,1
733,"playful",0,0,0,0,0,0,1,0,0
733,"positive",1,0,0,0,1,1,1,1,1
733,"romantic",0,1,1,0,0,0,0,1,0
733,"sensual",1,0,1,0,0,0,1,1,0
734,"free",0,0,1,0,0,0,0,0,0
734,"peaceful",0,0,1,0,0,0,0,0,0
734,"positive",0,0,0,1,0,0,0,0,0
734,"tragic",0,0,1,0,0,0,0,0,0
735,"angry",0,0,0,0,0,0,0,0,0
735,"driving",0,0,0,0,0,0,0,0,0
735,"easy",1,0,0,0,0,0,1,0,0
735,"joyful",1,0,1,0,0,1,1,0,0
735,"strong",0,0,0,0,0,0,0,1,0
737,"angry",,,,,,,,,
737,"severe",0,0,0,0,0,0,0,0,0
739,"bitchy",0,0,1,0,0,0,0,0,0
739,"driving",0,0,0,0,0,0,0,1,0
739,"emotional",0,1,0,0,0,0,0,0,0
739,"enthusiastic",0,0,0,0,1,1,1,0,0
739,"epic",0,0,0,0,0,1,0,0,1
739,"free",0,0,0,0,0,1,0,0,0
739,"fun",0,0,0,0,1,0,0,0,1
739,"graceful",0,0,0,0,0,0,0,0,1
739,"jumpy",0,0,0,0,0,0,1,0,0
739,"liberated",0,1,0,0,0,0,0,0,0
739,"passionate",0,1,0,0,0,0,0,0,0
739,"relaxed",0,1,0,0,0,0,0,0,0
739,"repetitive",0,0,0,0,0,0,0,0,0
739,"retro",0,0,0,0,1,0,0,0,0
739,"strong",0,1,0,0,0,0,0,0,0
739,"stylish",0,0,0,0,1,0,0,0,0
739,"uplifting",0,1,0,0,0,0,0,0,0
740,"aggressive",0,0,0,0,0,0,0,1,0
740,"light_hearted",1,0,1,0,0,1,1,0,0
741,"motivational",1,1,0,0,1,1,0,1,1
742,"energetic",0,0,1,0,0,0,0,0,0
742,"epic",0,0,0,0,0,0,1,0,0
742,"fantastic",0,0,0,0,1,0,0,0,0
742,"fast",0,0,0,0,0,0,0,1,0
742,"gentle",0,0,0,1,0,0,0,0,0
742,"heroic",0,0,0,0,0,0,0,0,1
742,"liberated",0,0,1,0,0,0,0,0,0
742,"liked",0,0,1,0,0,0,0,0,0
742,"melancholic",0,0,0,0,0,0,1,0,0
742,"sensual",0,1,0,0,0,0,0,0,0
742,"sorry",0,1,0,0,0,0,0,0,0
742,"tragic",0,0,0,0,0,0,1,0,0
742,"uplifting",0,0,0,1,0,0,0,0,0
743,"adorable",1,0,0,0,1,0,0,1,0
743,"aggressive",0,0,0,0,1,0,0,0,0
743,"amazed",0,1,1,0,0,0,0,1,1
743,"animated",0,1,0,1,0,0,0,0,0
743,"bitchy",0,0,0,1,1,0,0,1,0
743,"celebratory",0,0,0,0,0,0,1,0,1
743,"delighted",1,1,1,0,0,0,0,0,0
743,"elegant",1,1,1,0,0,0,0,0,1
743,"energetic",0,0,0,0,0,1,0,0,0
743,"free",0,0,1,0,0,0,0,0,1
743,"funny",1,0,0,0,0,0,1,0,0
743,"glorious",0,1,0,1,0,0,0,0,1
743,"graceful",1,0,0,1,0,1,1,0,0
743,"in_love",0,0,0,0,0,0,0,1,0
743,"inspired",0,1,0,0,0,0,0,1,1
743,"intense",1,0,1,0,0,0,1,0,0
743,"interested",0,0,1,1,1,0,0,0,0
743,"joyful",0,1,0,0,0,0,0,0,0
743,"melancholic",0,0,0,1,1,0,0,1,0
743,"moody",0,0,1,0,0,0,0,0,1
743,"motivational",0,0,0,1,0,0,0,1,1
743,"nocturnal",0,0,0,1,0,0,0,1,1
743,"peaceful",0,1,0,1,1,0,0,0,0
743,"powerful",0,1,1,0,0,0,0,0,1
743,"reflective",1,0,0,0,0,0,1,1,0
743,"relaxed",0,0,0,0,0,0,1,0,0
743,"religious",1,1,1,0,0,0,0,0,0
743,"retro",1,0,0,0,1,0,0,1,0
743,"satisfied",0,0,0,0,0,1,0,0,0
743,"severe",0,1,1,0,0,0,0,0,0
743,"sexual",0,0,0,0,0,1,0,0,1
743,"smooth",1,0,1,0,0,0,0,0,1
743,"soft",0,0,0,0,1,0,1,0,0
743,"sorry",0,0,0,1,1,0,0,1,0
743,"spiritual",0,1,1,1,0,0,0,0,0
743,"spontaneous",0,1,1,0,0,0,0,0,1
743,"stimulated",0,0,1,0,1,0,0,0,0
743,"successful",0,0,0,1,0,1,0,1,0
744,"aggressive",0,0,0,0,0,1,0,1,0
744,"animated",1,0,0,0,0,0,1,1,0
744,"dancing",0,0,0,0,0,1,0,0,0
744,"deep",0,1,0,0,0,1,0,1,0
744,"delighted",0,0,1,0,0,1,0,0,0
744,"emotional",1,1,0,0,0,1,0,0,0
744,"enthusiastic",1,0,0,0,0,1,1,1,0
744,"epic",0,1,1,0,0,1,0,1,0
744,"excited",1,0,0,0,1,1,0,1,0
744,"fantastic",0,0,0,0,0,1,0,0,0
744,"fast",0,0,0,0,0,1,1,1,0
744,"furious",0,1,0,0,0,1,0,0,0
744,"gentle",1,1,1,1,0,1,0,0,1
744,"graceful",0,1,1,1,0,1,0,0,0
744,"hot",0,0,0,0,0,1,0,0,1
744,"intense",1,0,0,0,0,1,1,1,0
744,"liked",0,0,0,0,0,0,0,0,0
744,"melancholic",0,1,0,0,0,1,0,0,0
744,"pleasant",0,1,1,1,0,0,0,0,0
744,"repetitive",1,0,1,0,0,0,1,1,1
744,"retro",0,0,1,0,0,1,1,0,1
744,"sorry",0,1,0,0,0,1,0,0,0
745,"amazed",0,0,0,0,1,1,0,0,0
745,"angry",1,1,1,0,1,1,1,0,0
745,"animated",1,0,1,0,1,0,1,1,1
745,"bitchy",1,0,0,0,0,0,1,0,0
745,"cool",1,0,1,0,1,1,0,0,1
745,"delighted",0,1,0,0,1,1,1,1,0
745,"dreamy",0,1,0,0,0,1,0,0,0
745,"driving",0,0,0,0,0,0,1,0,0
745,"easy",0,1,0,1,0,1,0,0,0
745,"emotional",0,1,0,1,0,1,0,0,0
745,"encouraged",0,0,0,1,1,1,1,0,1
745,"fantastic",1,1,1,1,1,1,1,1,1
745,"fast",1,0,1,0,1,0,1,1,1
745,"festive",1,1,1,0,1,1,1,1,1
745,"friendly",0,0,1,0,0,1,0,0,1
745,"funny",1,1,1,0,1,1,1,1,1
745,"gentle",1,1,0,1,0,1,0,0,1
745,"glorious",0,0,1,0,0,1,1,0,0
745,"good",1,1,0,1,0,1,1,1,0
745,"heroic",0,0,1,1,1,1,1,0,0
745,"hot",1,0,0,0,0,1,1,1,1
745,"in_love",0,1,0,0,0,1,0,1,0
745,"intense",0,1,1,0,1,1,1,1,0
745,"joyful",1,1,1,0,1,1,1,1,1
745,"liberated",0,1,0,0,0,1,1,1,0
745,"liked",1,1,1,1,1,1,1,1,1
745,"motivational",1,0,0,1,0,1,0,1,0
745,"playful",1,0,1,0,0,0,1,0,0
745,"pleasant",1,0,1,1,0,0,1,1,0
745,"positive",0,1,0,0,0,1,0,1,1
745,"reflective",0,1,0,1,0,1,0,0,0
745,"relaxed",1,1,1,1,0,1,1,1,0
745,"repetitive",0,0,1,1,0,1,1,0,0
745,"retro",0,1,0,1,0,1,0,0,1
745,"rhythmical",1,0,0,0,1,0,1,1,0
745,"sensual",1,0,0,0,0,1,1,1,0
745,"sentimental",0,1,0,0,0,1,0,0,0
745,"sexy",1,1,1,0,1,1,1,1,1
745,"soft",0,1,0,1,0,1,0,0,0
745,"sorry",0,1,0,0,0,1,0,0,0
745,"tragic",0,1,0,0,0,0,0,0,0
745,"tranquil",0,1,0,0,0,1,1,1,0
746,"energetic",0,0,0,0,0,0,1,0,0
746,"intense",0,0,0,0,0,0,0,1,0
748,"cool",0,0,0,0,0,0,1,0,0
748,"encouraged",0,0,0,0,0,0,1,0,0
748,"enthusiastic",0,0,0,0,0,0,1,0,0
748,"euphoric",0,1,0,0,0,0,0,0,0
748,"festive",0,0,0,0,0,0,0,0,1
748,"gentle",0,1,0,0,0,0,0,0,0
748,"powerful",0,0,0,0,1,0,1,0,0
748,"pulsating",0,0,0,0,0,0,1,0,0
748,"religious",0,0,0,0,0,0,0,0,1
748,"sexual",0,1,1,1,0,0,0,0,0
749,"celebratory",0,0,1,0,1,0,0,0,0
749,"elegant",1,1,1,1,1,1,1,1,1
749,"energetic",1,0,0,0,1,0,1,1,0
749,"excited",1,1,1,1,1,1,1,1,1
749,"festive",0,0,0,0,0,0,1,1,1
749,"fun",1,1,1,1,1,1,1,1,1
749,"gentle",1,1,1,1,1,1,1,0,1
749,"graceful",1,1,1,1,1,1,1,1,1
749,"heroic",0,0,1,0,0,0,0,0,0
749,"interested",1,1,1,1,1,1,1,1,1
749,"loud",1,0,1,0,1,0,1,1,0
749,"moody",0,1,0,0,0,0,0,0,0
749,"playful",1,1,1,1,1,1,1,1,1
749,"positive",1,1,1,1,1,1,1,1,1
749,"reflective",1,1,1,1,1,1,1,1,1
749,"relaxed",1,1,1,1,1,1,1,1,1
749,"repetitive",1,0,0,0,0,0,0,0,0
749,"rhythmical",0,0,0,0,0,0,0,1,0
749,"romantic",1,1,1,1,1,1,1,1,1
749,"slow",0,0,0,0,0,0,1,0,0
749,"sorry",1,1,1,1,1,1,1,0,0
750,"graceful",0,0,0,1,0,1,0,0,0
750,"heroic",0,0,0,0,0,0,1,0,1
750,"hot",1,0,0,0,1,0,1,0,0
750,"inspired",0,0,0,0,0,0,0,1,0
750,"strong",1,1,0,0,1,1,1,0,0
751,"adorable",0,0,1,0,1,0,1,1,0
751,"aggressive",1,1,1,0,0,0,1,0,0
751,"amazed",0,1,0,1,0,0,0,1,1
751,"angry",0,0,1,0,1,0,0,0,0
751,"bitchy",1,0,1,0,1,1,0,0,0
751,"cool",1,1,0,0,0,1,0,0,0
751,"dancing",0,0,0,1,1,0,1,0,0
751,"deep",0,1,1,0,0,0,0,0,0
751,"delighted",0,0,0,1,1,0,1,1,0
751,"dramatic",1,1,1,1,1,0,0,0,0
751,"dreamy",0,1,0,1,0,0,0,0,1
751,"driving",0,0,0,1,1,1,0,1,0
751,"elegant",0,0,0,1,1,1,1,0,0
751,"energetic",1,0,0,1,1,0,0,1,0
751,"epic",1,1,1,0,0,0,0,0,0
751,"excited",1,0,0,0,1,0,0,1,0
751,"fast",0,0,0,1,1,0,0,1,0
751,"festive",0,1,0,1,0,0,1,0,1
751,"funny",1,0,1,0,1,0,0,0,0
751,"furious",0,0,0,1,1,0,0,1,1
751,"glorious",0,1,1,0,1,0,1,0,0
751,"good",0,1,0,1,0,0,0,0,1
751,"happy",1,1,1,0,0,1,0,0,1
751,"in_love",0,0,0,0,1,0,1,1,0
751,"inspired",1,0,0,0,0,0,1,1,1
751,"intense",0,1,1,0,0,0,1,0,0
751,"interested",1,0,0,0,1,0,0,1,0
751,"joyful",1,1,0,0,0,0,1,1,1
751,"jumpy",1,0,1,0,1,0,0,0,0
751,"liberated",1,1,0,1,0,0,0,1,0
751,"light_hearted",1,0,0,0,1,0,1,0,0
751,"liked",1,1,1,0,0,0,0,0,0
751,"melancholic",0,1,0,1,0,0,0,0,1
751,"motivational",0,1,1,0,1,0,0,0,0
751,"passionate",0,1,1,0,0,0,0,0,1
751,"peaceful",0,0,0,0,1,0,0,1,0
751,"playful",0,0,1,0,0,0,1,0,1
751,"positive",,,,,,,,,
751,"powerful",0,0,1,0,1,0,1,0,0
751,"reflective",0,1,0,1,1,0,0,1,0
751,"relaxed",0,1,1,0,1,0,0,0,0
751,"religious",1,0,1,0,1,0,0,0,1
751,"repetitive",0,0,0,1,0,0,1,1,1
751,"retro",0,1,0,1,0,0,1,0,0
751,"satisfied",1,1,1,0,0,0,0,0,0
751,"sensual",1,1,0,1,0,0,1,0,0
751,"serene",0,0,1,0,1,0,1,0,0
751,"sexual",0,1,1,0,0,0,1,0,1
751,"slow",1,0,0,1,0,0,0,1,1
751,"smooth",1,1,1,0,0,0,0,0,0
751,"spiritual",0,0,1,1,1,0,0,0,0
751,"stylish",1,1,1,0,0,0,0,0,0
751,"successful",1,0,0,0,1,1,0,1,0
751,"tragic",0,1,0,1,0,0,1,0,0
752,"aggressive",0,1,0,0,1,1,1,1,0
752,"epic",0,0,1,0,1,0,0,0,1
756,"fast",0,0,0,0,1,0,1,1,0
756,"sexual",0,1,0,0,1,1,0,0,0
758,"energetic",1,0,0,0,1,0,1,1,0
760,"deep",0,0,0,0,0,0,0,0,0
760,"dramatic",0,1,0,0,0,0,0,0,0
765,"fast",1,0,1,0,1,0,1,0,1
765,"strong",0,1,0,0,0,0,1,0,0
765,"successful",0,0,1,0,0,0,1,0,0
768,"amazed",0,0,0,0,1,0,0,1,0
768,"dreamy",0,1,0,1,0,0,0,0,0
768,"epic",0,0,0,0,1,0,0,0,0
768,"euphoric",1,0,0,0,0,1,1,1,0
768,"festive",0,0,0,0,0,1,0,0,0
768,"gentle",0,1,0,0,0,1,0,1,1
768,"glorious",0,0,0,0,0,0,1,1,0
768,"graceful",0,1,0,0,0,0,0,0,0
768,"inspired",0,1,0,0,0,1,0,1,0
768,"joyful",0,1,0,0,0,0,0,1,1
768,"light_hearted",1,0,0,0,0,0,1,0,1
768,"liked",0,0,0,0,0,0,0,0,1
768,"peaceful",0,1,0,1,0,0,0,0,0
768,"pulsating",0,0,0,0,1,0,0,0,0
768,"religious",0,1,0,1,0,0,0,0,0
768,"repetitive",1,0,0,0,0,0,1,0,0
768,"satisfied",0,1,0,0,0,0,0,0,0
768,"serene",0,1,0,0,0,0,0,0,0
768,"severe",0,0,0,0,0,0,1,0,0
768,"sexual",0,1,0,0,0,0,0,0,1
768,"soft",0,1,0,0,0,1,0,0,0
768,"spontaneous",0,0,0,0,0,0,0,1,0
768,"stylish",0,0,0,0,0,0,0,0,1
768,"tranquil",0,1,0,1,0,0,0,0,0
769,"angry",0,0,0,0,0,0,0,1,0
769,"tragic",0,0,0,0,0,0,0,0,0
772,"angry",0,0,0,0,1,0,0,0,0
772,"easy",0,0,0,0,0,0,1,1,1
772,"epic",0,0,0,0,1,1,0,0,0
772,"friendly",1,1,0,1,1,0,0,1,1
772,"good",1,1,1,0,1,1,1,0,0
772,"heroic",0,0,0,0,1,1,0,0,0
772,"intense",0,0,0,0,1,0,1,1,0
772,"joyful",1,0,1,0,1,1,1,1,1
772,"light_hearted",0,0,1,0,1,0,0,1,0
772,"playful",1,1,0,0,1,1,1,1,1
772,"pleasant",1,0,1,0,1,0,1,0,1
772,"reflective",0,1,0,1,0,0,0,0,0
772,"sexy",0,1,0,0,1,0,0,1,0
773,"retro",1,0,0,0,0,1,1,0,0
773,"satisfied",0,1,1,0,1,1,0,1,1
774,"spontaneous",0,0,1,0,0,0,0,1,1
775,"easy",0,0,0,1,0,0,0,0,0
775,"enthusiastic",0,0,0,0,0,0,0,1,0
775,"euphoric",0,0,0,0,1,0,0,0,0
775,"free",0,1,0,0,0,0,0,0,0
775,"friendly",0,0,0,0,0,0,0,0,1
775,"moody",0,0,0,1,0,0,0,0,0
775,"pleasant",0,0,0,0,0,0,0,0,0
775,"rhythmical",0,0,0,0,0,0,0,1,0
775,"romantic",0,0,0,0,0,0,0,0,1
775,"sensual",0,1,0,0,0,0,0,0,0
775,"severe",0,0,0,0,0,0,0,0,0
775,"tragic",0,0,0,0,0,1,0,0,0
777,"passionate",0,1,0,0,1,1,0,1,0
777,"spontaneous",0,0,1,0,1,0,1,1,0
779,"epic",0,0,0,0,0,0,0,1,0
780,"animated",1,0,0,1,0,0,0,1,0
781,"elegant",0,0,0,0,1,0,0,0,0
781,"excited",0,0,0,0,0,0,0,1,0
781,"gentle",0,0,0,1,0,0,0,0,0
781,"glorious",0,0,0,0,1,0,0,0,0
781,"joyful",0,0,0,0,0,0,1,0,0
781,"melancholic",0,1,0,0,0,0,0,0,0
781,"stimulated",0,0,0,0,0,0,1,0,0
781,"stylish",0,0,1,0,0,0,0,0,0
784,"bored",1,0,0,1,1,0,1,1,1
786,"playful",1,0,0,0,0,0,0,0,0
787,"easy",0,0,0,0,0,0,1,0,0
787,"enthusiastic",0,0,0,0,1,0,0,0,0
787,"powerful",0,0,0,0,0,0,0,1,0
787,"religious",0,1,0,0,0,0,0,0,0
787,"sad",0,1,0,0,0,0,0,0,0
787,"sensual",0,1,0,0,0,0,0,0,0
787,"sexy",0,0,0,0,0,0,0,1,0
787,"spontaneous",0,0,0,0,1,0,0,0,0
