"userid","mood","activity.daily_routines","activity.emotional","activity.entertainment","activity.intellectual","activity.live_music","activity.music_listening","activity.on_the_move","activity.physical","activity.social"
1191,"satisfied",0,1,0,0,0,0,0,0,1
1191,"sentimental",1,0,0,0,0,1,0,1,0
1191,"serene",0,0,0,0,0,1,0,0,0
1191,"sexy",0,0,0,0,0,0,0,1,0
1191,"slow",0,0,0,1,0,0,0,0,1
1191,"soft",1,0,0,0,0,0,0,0,1
1191,"spiritual",0,0,0,1,1,0,0,0,0
1191,"stimulated",0,0,0,0,0,0,0,0,1
1191,"strong",1,1,0,0,0,0,0,0,0
1191,"successful",0,0,0,0,0,1,0,0,0
1191,"tragic",1,0,0,0,1,0,0,1,0
1192,"adorable",1,1,1,1,1,1,1,1,1
1192,"bored",0,0,0,0,0,1,1,0,1
1192,"dancing",1,0,0,0,0,1,1,0,1
1192,"delighted",1,1,1,1,1,1,1,1,1
1192,"excited",1,0,0,0,0,1,1,1,0
1192,"fantastic",1,0,1,0,1,1,1,1,1
1192,"funny",0,0,0,0,1,1,0,0,1
1192,"glorious",1,0,0,0,0,1,1,0,1
1192,"good",1,1,0,0,1,1,1,1,1
1192,"jumpy",0,0,0,0,1,1,1,1,0
1192,"light_hearted",0,1,0,0,0,1,0,0,0
1192,"liked",1,0,0,0,1,1,0,0,0
1192,"nocturnal",0,0,0,0,1,0,0,0,1
1192,"reflective",0,1,0,0,0,1,0,0,0
1192,"relaxed",1,1,1,1,0,1,1,1,0
1192,"religious",0,1,0,0,0,1,0,0,0
1192,"repetitive",1,0,0,0,0,0,0,0,0
1192,"rhythmical",1,0,0,0,0,1,1,0,1
1192,"sentimental",0,1,0,0,1,0,0,0,0
1192,"sexual",0,0,0,0,0,0,0,0,1
1192,"spontaneous",1,0,0,0,0,1,1,0,1
1192,"stimulated",1,0,1,0,1,1,1,1,1
1192,"uplifting",0,0,0,0,0,1,0,0,0
1193,"angry",0,0,0,0,0,0,0,0,0
1193,"fast",0,0,1,0,1,1,1,0,0
1193,"jumpy",0,0,1,0,0,0,0,0,0
1193,"pleasant",0,0,1,0,0,0,0,0,0
1195,"bitchy",0,0,0,0,0,0,0,0,0
1195,"deep",0,1,0,0,0,0,0,0,0
1195,"dramatic",0,0,1,0,0,0,0,0,0
1195,"driving",1,0,0,0,0,0,0,0,0
1195,"easy",0,1,0,0,0,0,0,0,0
1195,"enthusiastic",0,1,0,0,0,0,0,0,0
1195,"epic",0,0,1,0,0,0,0,0,0
1195,"euphoric",0,0,1,0,0,0,0,0,0
1195,"excited",0,1,0,0,0,0,0,0,0
1195,"fast",0,1,0,0,0,0,0,0,0
1195,"free",0,1,0,0,0,0,0,0,0
1195,"fun",0,0,1,0,0,0,0,0,0
1195,"furious",0,1,0,0,0,0,0,0,0
1195,"good",0,0,1,0,0,0,0,0,0
1195,"heroic",0,0,0,0,0,0,0,0,1
1195,"hot",0,0,0,0,0,1,0,0,0
1195,"intense",0,1,0,0,0,0,0,0,0
1195,"joyful",0,0,1,0,0,0,0,0,0
1195,"light_hearted",0,1,0,0,0,0,0,0,0
1195,"melancholic",0,1,0,0,0,0,0,0,0
1195,"moody",0,1,0,0,0,0,0,0,0
1195,"peaceful",0,1,0,0,0,0,0,0,0
1195,"playful",0,1,0,0,0,0,0,0,0
1195,"positive",0,1,0,0,0,0,0,0,0
1195,"reflective",0,1,0,0,0,0,0,0,0
1195,"retro",0,0,0,0,0,1,0,0,0
1195,"romantic",0,1,0,0,0,0,0,0,0
1195,"sensual",0,1,0,0,0,0,0,0,0
1195,"severe",0,1,0,0,0,0,0,0,0
1195,"slow",0,1,0,0,0,0,0,0,0
1195,"sorry",0,1,0,0,0,0,0,0,0
1195,"spiritual",0,0,0,1,0,0,0,0,0
1195,"stimulated",0,1,0,0,0,0,0,0,0
1195,"successful",0,0,0,0,0,0,0,0,1
1195,"tranquil",0,1,0,0,0,0,0,0,0
1195,"uplifting",0,1,0,0,0,0,0,0,0
1198,"sexual",0,0,0,0,0,0,0,0,0
1199,"driving",1,0,0,0,0,0,1,0,0
1199,"furious",0,0,0,0,1,0,1,0,0
1199,"heroic",0,0,1,0,1,1,1,0,0
1199,"retro",1,1,0,0,1,1,1,0,0
1199,"sad",1,1,0,0,0,0,0,0,0
1199,"sexy",1,0,0,0,0,1,1,1,1
1199,"uplifting",0,1,0,0,0,0,0,0,0
1200,"melancholic",0,0,0,0,0,0,0,0,0
1201,"fun",,,,,,,,,
1201,"pleasant",,,,,,,,,
1202,"angry",0,1,0,0,0,1,1,1,0
1202,"fast",0,0,0,0,0,0,1,1,0
1202,"glorious",0,1,0,0,1,1,0,1,0
1202,"passionate",1,1,0,0,1,1,1,1,0
1202,"sad",0,1,0,0,0,1,0,0,0
1202,"smooth",0,0,0,0,0,0,0,0,0
1203,"adorable",1,0,0,1,0,0,1,0,0
1203,"amazed",0,0,0,0,0,0,1,0,0
1203,"animated",0,0,1,0,0,0,0,0,0
1203,"deep",0,1,0,0,0,0,0,0,0
1203,"driving",0,0,0,0,0,0,1,0,0
1203,"energetic",0,0,0,0,1,0,1,1,0
1203,"festive",0,0,0,0,1,0,0,0,1
1203,"graceful",0,0,0,0,0,0,1,0,0
1203,"inspired",1,0,1,1,0,0,1,1,1
1203,"liberated",0,0,0,1,0,0,0,0,0
1203,"light_hearted",0,0,0,0,0,0,1,0,0
1203,"positive",0,0,0,0,0,0,1,0,0
1203,"relaxed",1,0,0,1,0,0,1,0,1
1203,"repetitive",1,1,1,1,1,0,1,0,0
1203,"satisfied",1,1,1,1,0,0,1,0,1
1203,"severe",0,0,0,0,1,0,0,0,0
1203,"sexy",0,0,0,0,0,0,0,1,0
1203,"slow",0,1,1,1,0,1,1,1,1
1203,"spiritual",0,0,0,0,0,0,1,0,0
1203,"stimulated",0,0,0,0,0,0,0,1,0
1203,"stylish",0,0,1,0,0,0,1,0,1
1203,"tragic",0,0,0,0,0,0,0,0,0
1203,"uplifting",0,0,0,0,1,0,1,1,0
1207,"celebratory",1,0,0,0,0,0,0,1,0
1207,"cool",0,1,1,0,0,0,0,1,0
1207,"dramatic",1,0,1,1,1,0,0,1,0
1207,"encouraged",0,0,1,0,0,0,0,0,0
1207,"furious",0,1,1,0,0,0,0,1,0
1207,"gentle",1,1,0,0,0,1,0,0,0
1207,"good",0,1,0,0,1,0,0,1,0
1207,"graceful",0,0,0,1,1,0,0,1,1
1207,"inspired",0,0,1,0,0,0,0,0,1
1207,"light_hearted",0,1,1,0,0,0,0,1,0
1207,"melancholic",0,1,0,0,0,0,1,0,1
1207,"pulsating",0,1,0,1,0,0,0,0,0
1207,"sentimental",1,0,0,0,0,0,0,0,0
1207,"slow",0,0,0,1,1,0,0,0,0
1207,"spontaneous",0,1,1,0,0,0,0,1,0
1207,"stimulated",0,1,1,0,0,0,0,1,0
1209,"easy",0,1,0,1,0,0,0,0,0
1210,"dreamy",1,1,0,0,0,0,1,1,1
1210,"driving",0,0,0,1,1,1,1,1,1
1210,"emotional",0,1,1,1,0,1,1,0,0
1211,"pulsating",0,0,1,0,0,0,1,1,0
1211,"religious",0,1,0,0,0,1,0,0,0
1211,"strong",1,0,0,0,0,0,1,1,0
1212,"adorable",0,1,0,0,0,0,0,0,0
1212,"animated",0,0,1,0,0,0,0,0,0
1212,"bored",0,0,0,0,0,1,0,0,0
1212,"cool",0,0,0,0,0,0,0,1,0
1212,"enthusiastic",1,0,0,0,0,0,1,0,0
1212,"epic",1,0,0,0,0,0,1,0,0
1212,"excited",0,0,0,0,0,0,0,1,0
1212,"fantastic",0,0,0,0,0,0,0,0,1
1212,"free",0,0,0,0,0,0,0,0,1
1212,"furious",0,0,0,0,0,0,0,0,0
1212,"inspired",0,0,1,0,0,0,0,0,0
1212,"liked",0,0,0,0,0,1,0,0,0
1212,"passionate",0,0,0,0,0,0,1,0,0
1212,"satisfied",0,0,0,1,0,0,0,0,0
1212,"serene",0,0,0,0,0,0,0,0,1
1212,"smooth",0,1,0,0,0,0,0,0,0
1212,"sorry",0,1,0,0,0,0,0,0,0
1212,"spontaneous",0,0,0,0,0,1,0,0,0
1212,"stylish",0,0,0,0,0,0,0,0,1
1212,"tragic",0,1,0,0,0,0,0,0,0
1213,"celebratory",0,0,0,0,1,0,0,0,0
1213,"driving",0,1,0,0,0,0,0,0,0
1213,"festive",0,0,0,0,0,0,1,0,0
1213,"stylish",0,0,0,1,0,0,0,0,0
1213,"tranquil",0,0,1,0,0,0,0,0,0
1214,"emotional",0,0,0,0,0,0,0,0,0
1214,"festive",,,,,,,,,
1214,"intense",0,1,0,0,0,0,0,0,0
1214,"motivational",0,1,0,0,0,0,0,0,0
1214,"powerful",0,0,0,0,0,0,1,1,0
1214,"relaxed",1,0,0,0,0,0,1,0,0
1216,"aggressive",0,0,0,0,0,0,0,0,0
1218,"liked",0,0,0,0,1,0,0,0,0
1219,"animated",1,0,0,0,0,0,1,0,0
1219,"cool",1,0,0,0,0,1,1,0,0
1219,"excited",1,0,0,0,0,0,1,0,0
1219,"friendly",0,0,0,0,0,0,0,0,1
1219,"gentle",0,0,0,0,1,0,0,0,0
1219,"glorious",1,0,0,0,0,0,1,0,0
1219,"interested",0,0,0,0,0,0,0,1,0
1219,"loud",0,0,0,0,1,0,0,0,0
1219,"playful",0,0,0,0,0,0,0,0,1
1219,"reflective",0,0,0,0,0,0,1,0,0
1219,"romantic",1,0,0,0,0,1,1,0,0
1219,"sad",0,0,0,0,0,1,0,0,1
1219,"serene",1,1,0,0,0,0,0,0,0
1220,"angry",0,0,0,0,0,0,1,0,0
1220,"dancing",1,0,1,0,0,0,1,1,1
1220,"festive",1,0,0,0,0,0,0,1,1
1220,"good",1,0,0,0,0,0,0,0,0
1220,"happy",1,0,0,0,1,0,0,1,1
1220,"inspired",0,1,0,1,1,1,1,0,0
1220,"interested",0,1,0,0,0,1,1,0,0
1220,"melancholic",0,1,0,0,0,0,0,0,0
1220,"playful",0,0,1,0,1,0,1,1,1
1220,"repetitive",1,0,0,0,0,0,0,1,0
1220,"sad",0,1,0,0,0,1,0,0,0
1220,"slow",0,1,0,1,1,1,1,0,0
1220,"stimulated",0,0,0,1,0,1,1,1,0
1220,"successful",0,1,0,0,0,0,1,0,1
1221,"adorable",1,0,0,1,0,1,1,1,0
1221,"aggressive",0,0,1,0,1,0,0,0,0
1221,"amazed",1,1,1,1,1,1,1,1,1
1221,"angry",0,0,1,0,0,1,0,0,0
1221,"animated",1,0,1,1,0,0,1,1,0
1221,"bitchy",0,0,0,0,0,0,1,1,1
1221,"bored",0,1,0,0,0,1,0,0,0
1221,"celebratory",1,1,1,1,1,1,1,1,1
1221,"cool",1,1,1,1,1,1,1,1,1
1221,"dancing",1,0,1,1,1,1,1,1,1
1221,"deep",0,1,0,1,1,1,0,1,0
1221,"delighted",1,1,0,1,0,1,1,0,0
1221,"dramatic",0,1,1,0,1,1,1,0,0
1221,"dreamy",0,1,1,1,0,1,0,1,0
1221,"driving",0,0,0,0,0,0,1,0,0
1221,"easy",1,1,0,1,0,1,1,0,0
1221,"elegant",1,1,1,1,1,1,1,1,1
1221,"emotional",0,1,0,0,1,1,0,1,0
1221,"encouraged",1,0,1,1,0,0,1,1,1
1221,"energetic",1,0,1,1,1,0,1,1,1
1221,"enthusiastic",0,0,1,1,0,0,1,0,1
1221,"epic",0,0,1,0,1,0,1,1,1
1221,"euphoric",0,0,1,0,1,0,1,1,1
1221,"excited",1,0,1,1,1,0,1,0,1
1221,"fantastic",1,1,1,1,1,1,1,1,1
1221,"fast",0,0,1,0,0,0,1,1,1
1221,"festive",0,0,0,0,0,0,1,1,1
1221,"free",1,1,1,1,1,1,1,1,1
1221,"friendly",1,0,0,1,1,0,1,0,1
1221,"fun",1,0,1,1,1,1,1,1,1
1221,"funny",1,1,1,1,1,1,1,1,1
1221,"furious",0,0,1,0,1,0,1,1,1
1221,"gentle",1,1,1,1,1,1,1,1,1
1221,"glorious",0,0,1,0,1,0,1,1,1
1221,"good",1,1,1,1,1,1,1,1,1
1221,"graceful",1,1,1,1,1,1,1,1,1
1221,"happy",1,1,1,1,1,1,1,1,1
1221,"heroic",0,0,1,0,1,0,1,1,1
1221,"hot",1,1,1,1,1,1,1,1,1
1221,"in_love",1,1,1,1,1,1,1,1,1
1221,"inspired",1,1,1,1,0,1,1,1,0
1221,"intense",0,0,0,0,1,0,0,0,0
1221,"interested",1,1,1,1,1,1,1,1,1
1221,"joyful",1,1,1,1,1,1,1,1,1
1221,"jumpy",0,0,1,0,1,0,0,1,1
1221,"liberated",1,1,1,1,1,1,1,1,1
1221,"light_hearted",1,0,1,1,0,1,1,0,1
1221,"liked",1,1,1,1,1,1,1,1,1
1221,"loud",0,0,0,0,1,0,1,1,1
1221,"melancholic",0,1,0,0,0,1,0,1,0
1221,"moody",0,0,1,0,0,1,0,0,0
1221,"motivational",0,0,1,0,0,0,1,1,1
1221,"nocturnal",0,1,0,0,0,0,0,0,1
1221,"passionate",0,1,1,0,1,0,0,1,1
1221,"peaceful",1,1,1,1,1,1,1,1,1
1221,"playful",0,0,1,0,0,0,1,1,1
1221,"pleasant",1,1,1,1,1,1,1,1,1
1221,"positive",1,1,1,1,1,1,1,1,1
1221,"powerful",1,0,1,1,1,0,1,1,1
1221,"pulsating",0,0,1,0,0,0,1,0,1
1221,"reflective",0,1,0,0,0,1,1,1,0
1221,"relaxed",0,1,0,0,1,1,0,0,0
1221,"religious",0,1,0,0,0,1,0,0,0
1221,"repetitive",1,0,0,1,0,0,1,0,1
1221,"retro",1,0,1,1,1,1,1,1,1
1221,"rhythmical",1,0,1,1,1,0,1,1,1
1221,"romantic",1,1,1,1,1,1,1,1,1
1221,"sad",0,1,0,0,0,1,1,1,0
1221,"satisfied",1,1,1,1,1,1,1,1,1
1221,"sensual",1,1,1,1,1,1,1,1,1
1221,"sentimental",1,1,1,1,1,1,1,1,0
1221,"serene",1,0,1,0,0,1,1,1,1
1221,"severe",0,0,1,0,0,0,1,0,1
1221,"sexual",1,1,1,1,1,1,1,1,1
1221,"sexy",1,1,1,1,1,1,1,1,1
1221,"slow",1,1,1,1,1,1,1,1,1
1221,"smooth",1,1,1,1,1,0,1,1,1
1221,"soft",1,1,0,1,0,1,1,1,0
1221,"sorry",0,1,1,0,1,1,0,0,0
1221,"spiritual",0,1,0,0,0,1,0,0,0
1221,"spontaneous",0,0,0,0,0,0,1,0,1
1221,"stimulated",0,0,0,1,0,0,0,0,1
1221,"strong",0,0,1,0,1,0,0,0,1
1221,"stylish",0,0,0,0,1,0,1,1,1
1221,"successful",1,0,1,1,0,0,1,1,0
1221,"tragic",0,1,0,0,1,1,1,1,0
1221,"tranquil",1,0,1,1,0,1,1,1,0
1221,"uplifting",0,1,0,0,1,1,0,1,0
1222,"spiritual",0,0,1,0,0,0,0,0,0
1223,"cool",0,0,1,1,1,0,1,0,1
1223,"playful",0,0,1,0,1,1,1,1,1
1224,"playful",0,0,0,0,0,1,1,1,1
1225,"cool",0,0,0,0,0,0,1,0,0
1225,"positive",0,0,0,0,0,0,0,0,0
1226,"adorable",,,,,,,,,
1226,"aggressive",0,0,0,0,0,0,0,1,0
1226,"angry",0,1,0,0,0,0,0,0,0
1226,"bitchy",0,1,0,0,0,0,0,0,0
1226,"bored",,,,,,,,,
1226,"celebratory",0,0,0,0,1,0,0,0,0
1226,"cool",0,0,0,0,0,0,0,0,1
1226,"dancing",0,0,0,0,1,0,0,0,0
1226,"delighted",0,0,0,1,0,0,0,0,0
1226,"dramatic",0,1,0,0,0,0,0,0,0
1226,"dreamy",0,0,0,0,0,0,0,1,0
1226,"elegant",,,,,,,,,
1226,"energetic",0,0,0,0,0,0,0,1,0
1226,"epic",0,1,0,0,0,0,0,0,0
1226,"excited",0,0,1,0,0,0,0,0,0
1226,"fantastic",,,,,,,,,
1226,"fast",0,1,0,0,0,0,0,0,0
1226,"free",0,0,0,0,0,0,0,1,0
1226,"friendly",0,1,0,0,0,0,0,0,0
1226,"funny",,,,,,,,,
1226,"good",0,0,0,1,0,0,0,0,0
1226,"intense",0,0,0,0,0,0,0,1,0
1226,"interested",,,,,,,,,
1226,"liberated",0,0,0,1,0,0,0,0,0
1226,"light_hearted",0,0,1,0,0,0,0,0,0
1226,"liked",0,0,1,0,0,0,0,0,0
1226,"loud",,,,,,,,,
1226,"melancholic",1,0,0,0,0,0,0,0,0
1226,"moody",0,0,0,1,0,0,0,0,0
1226,"nocturnal",0,1,0,0,0,0,0,0,0
1226,"passionate",,,,,,,,,
1226,"playful",,,,,,,,,
1226,"positive",0,1,0,0,0,0,0,0,0
1226,"powerful",,,,,,,,,
1226,"pulsating",0,0,0,0,0,0,0,1,0
1226,"relaxed",0,0,0,0,0,0,0,1,0
1226,"religious",0,0,1,0,0,0,0,0,0
1226,"repetitive",0,0,1,0,0,0,0,0,0
1226,"retro",0,0,1,0,0,0,0,0,0
1226,"rhythmical",0,0,0,0,1,0,0,0,0
1226,"sad",0,0,0,0,0,0,0,1,0
1226,"sensual",0,1,0,0,0,0,0,0,0
1226,"sentimental",0,0,1,0,0,0,0,0,0
1226,"serene",0,0,0,0,0,0,0,1,0
1226,"severe",,,,,,,,,
1226,"sexy",,,,,,,,,
1226,"soft",0,0,0,0,1,0,0,0,0
1226,"sorry",0,0,1,0,0,0,0,0,0
1226,"spontaneous",,,,,,,,,
1226,"successful",,,,,,,,,
1226,"tragic",,,,,,,,,
1226,"tranquil",,,,,,,,,
1226,"uplifting",,,,,,,,,
1228,"amazed",,,,,,,,,
1228,"animated",,,,,,,,,
1228,"friendly",,,,,,,,,
1228,"fun",,,,,,,,,
1228,"happy",,,,,,,,,
1228,"heroic",,,,,,,,,
1228,"jumpy",,,,,,,,,
1228,"light_hearted",,,,,,,,,
1228,"nocturnal",,,,,,,,,
1228,"sentimental",,,,,,,,,
1230,"amazed",0,0,0,0,1,1,1,1,0
1230,"angry",0,0,0,0,1,1,0,0,1
1230,"bored",0,0,0,0,1,1,0,0,0
1230,"cool",0,1,0,1,1,1,1,0,0
1230,"deep",0,1,0,1,0,1,0,0,0
1230,"dreamy",0,1,0,0,0,1,0,0,0
1230,"driving",0,0,0,0,0,0,0,0,0
1230,"encouraged",0,1,0,0,0,1,0,0,0
1230,"energetic",0,0,1,0,1,1,1,0,1
1230,"epic",0,0,0,1,0,0,0,0,0
1230,"excited",0,0,1,0,1,1,1,1,1
1230,"fantastic",0,0,0,0,1,1,0,1,0
1230,"fast",0,0,0,0,1,1,0,1,1
1230,"fun",0,0,1,0,1,1,1,0,0
1230,"funny",0,0,0,0,1,1,0,0,0
1230,"good",0,1,0,0,1,1,1,0,1
1230,"hot",0,0,1,0,1,1,0,0,1
1230,"intense",0,0,1,0,1,1,0,0,1
1230,"interested",0,0,1,0,1,1,1,0,0
1230,"jumpy",0,0,1,0,1,1,0,0,0
1230,"liked",0,0,1,0,1,1,0,0,0
1230,"pleasant",0,0,1,0,1,1,1,0,1
1230,"positive",0,1,1,0,0,1,0,0,0
1230,"pulsating",0,0,0,0,1,1,0,0,0
1230,"sad",0,1,0,0,0,1,0,0,0
1230,"sensual",0,0,1,0,1,1,1,0,0
1230,"severe",0,0,1,0,1,1,0,0,0
1230,"smooth",0,0,0,0,1,1,0,0,0
1230,"soft",0,1,0,0,0,1,0,0,0
1230,"spiritual",0,1,0,0,1,1,0,0,0
1230,"stimulated",0,1,0,0,0,1,1,0,0
1230,"strong",0,0,1,0,1,1,0,1,0
1231,"dreamy",0,1,0,0,0,0,0,0,0
1231,"strong",0,0,1,0,1,0,0,0,0
1231,"stylish",0,0,1,0,1,0,0,1,0
1232,"amazed",0,0,0,0,1,0,0,1,0
1232,"delighted",0,1,0,0,0,0,0,0,0
1232,"enthusiastic",1,0,0,0,0,0,0,1,0
1232,"funny",0,1,0,0,1,0,0,1,0
1232,"gentle",0,0,1,0,1,0,1,0,1
1232,"peaceful",0,1,0,0,0,0,0,0,1
1232,"romantic",0,0,1,0,0,0,1,0,1
1233,"easy",1,0,0,0,0,0,0,0,0
1233,"elegant",0,0,1,0,0,0,0,0,0
1233,"furious",0,0,1,0,0,0,0,0,0
1233,"graceful",0,0,0,0,0,0,0,1,0
1234,"adorable",1,1,0,0,0,0,1,1,1
1234,"amazed",0,0,0,0,1,0,0,0,1
1234,"angry",0,0,0,0,0,0,0,0,0
1234,"animated",0,0,0,0,0,0,0,0,0
1234,"bitchy",0,0,0,0,0,0,0,0,0
1234,"bored",0,0,0,0,0,0,0,0,0
1234,"celebratory",0,1,0,0,0,0,0,1,1
1234,"cool",1,0,0,0,0,1,0,0,1
1234,"dancing",0,1,0,0,1,0,0,1,1
1234,"deep",1,0,0,0,0,0,1,0,1
1234,"delighted",1,1,0,0,0,0,1,0,0
1234,"dramatic",0,1,0,0,0,0,0,0,0
1234,"dreamy",0,0,0,0,0,0,0,1,0
1234,"driving",0,0,0,0,0,0,1,1,1
1234,"easy",0,0,0,0,0,0,0,0,0
1234,"elegant",1,1,0,0,0,0,1,0,0
1234,"emotional",1,1,0,0,1,1,0,1,0
1234,"encouraged",0,0,0,0,0,0,0,0,0
1234,"epic",0,1,0,0,0,0,0,0,0
1234,"euphoric",1,0,0,0,1,1,1,1,1
1234,"excited",0,1,0,0,1,0,0,1,0
1234,"fantastic",1,0,0,0,0,1,1,0,0
1234,"fast",0,0,0,0,1,0,0,1,0
1234,"festive",0,1,0,0,0,0,0,0,1
1234,"free",0,0,0,0,0,0,0,0,0
1234,"friendly",0,0,0,0,1,0,0,0,1
1234,"fun",0,0,0,0,0,0,0,1,1
1234,"funny",0,0,0,0,1,0,0,0,0
1234,"furious",0,1,0,0,1,0,0,0,0
1234,"gentle",1,1,0,0,1,1,0,1,1
1234,"glorious",0,0,0,0,0,0,0,0,1
1234,"good",0,1,0,0,0,1,0,0,1
1234,"happy",1,1,0,0,1,1,1,1,1
1234,"heroic",0,0,0,0,0,0,0,0,0
1234,"intense",0,1,0,0,1,1,0,0,0
1234,"interested",0,0,0,0,0,0,0,0,0
1234,"joyful",0,0,0,0,1,0,0,1,1
1234,"jumpy",0,0,0,0,0,0,0,1,0
1234,"liberated",0,0,0,0,0,0,0,0,0
1234,"light_hearted",1,1,0,0,1,0,1,0,1
1234,"liked",0,0,0,0,0,0,0,0,0
1234,"loud",0,1,0,0,1,0,0,0,0
1234,"melancholic",0,1,0,0,0,1,0,0,0
1234,"motivational",0,1,0,0,0,0,0,0,0
1234,"nocturnal",0,0,0,0,0,0,0,0,0
1234,"peaceful",1,1,0,0,0,0,1,0,1
1234,"playful",0,1,0,0,0,0,0,1,0
1234,"pleasant",1,1,0,0,0,0,0,0,1
1234,"powerful",0,1,0,0,1,0,0,0,0
1234,"reflective",0,0,0,0,0,0,0,0,0
1234,"relaxed",1,1,0,0,1,1,1,1,1
1234,"religious",1,1,0,0,0,0,0,0,0
1234,"repetitive",0,0,0,0,0,0,0,0,0
1234,"rhythmical",1,1,0,0,1,1,1,1,1
1234,"romantic",1,1,0,0,1,1,1,1,1
1234,"sad",1,1,0,0,1,1,1,0,1
1234,"satisfied",0,0,0,0,0,0,0,0,0
1234,"sensual",0,0,0,0,0,1,0,0,0
1234,"sentimental",1,1,0,0,1,1,1,0,1
1234,"serene",0,0,0,0,0,1,0,0,0
1234,"severe",0,0,0,0,0,0,0,0,0
1234,"sexual",0,0,0,0,0,0,0,0,0
1234,"sexy",0,0,0,0,1,0,0,0,1
1234,"smooth",1,1,0,0,0,0,1,1,1
1234,"soft",1,0,0,1,0,0,1,0,0
1234,"spiritual",0,1,0,0,0,0,0,0,0
1234,"spontaneous",0,0,0,0,1,0,0,1,0
1234,"stimulated",0,1,0,0,1,0,0,0,0
1234,"strong",0,0,0,0,1,0,0,0,0
1234,"stylish",0,0,0,0,0,0,0,0,0
1234,"successful",0,0,0,0,0,0,0,0,0
1234,"tragic",0,0,0,0,0,0,0,0,0
1234,"tranquil",1,1,0,0,0,1,1,1,0
1234,"uplifting",1,1,0,0,1,0,0,0,1
1235,"melancholic",0,1,0,0,0,0,0,0,0
1238,"loud",0,0,0,0,1,0,0,0,0
1238,"playful",0,0,0,0,0,0,1,0,0
1238,"sentimental",1,0,0,0,0,0,1,0,0
1239,"relaxed",0,1,0,0,0,1,1,1,1
1242,"amazed",0,0,0,0,0,1,0,0,0
1242,"playful",0,0,1,0,0,0,1,0,1
1242,"reflective",0,0,0,0,0,1,0,0,0
1242,"successful",,,,,,,,,
1242,"uplifting",0,0,0,0,0,0,1,0,1
1243,"bitchy",0,0,0,0,1,0,1,0,0
1243,"delighted",0,1,0,0,0,0,1,0,0
1243,"dramatic",,,,,,,,,
1243,"euphoric",0,0,1,0,1,0,0,1,0
1243,"excited",0,0,1,0,1,0,1,1,0
1243,"furious",0,0,0,0,1,0,1,1,0
1243,"graceful",1,0,0,0,0,0,1,0,0
1243,"interested",1,1,1,1,1,1,1,1,1
1243,"light_hearted",1,1,0,0,0,0,1,1,0
1243,"playful",0,0,1,0,0,1,1,0,1
1243,"strong",0,0,0,0,1,0,1,1,0
1244,"adorable",0,0,0,0,0,0,0,1,0
1244,"amazed",1,1,0,0,1,0,1,1,0
1244,"celebratory",0,0,0,0,0,0,1,0,0
1244,"cool",1,0,0,0,0,0,0,0,0
1244,"deep",0,0,0,0,0,0,1,0,0
1244,"delighted",0,0,0,0,0,0,0,0,1
1244,"easy",0,1,0,0,0,0,0,1,0
1244,"emotional",0,1,0,0,0,0,0,0,0
1244,"encouraged",0,1,0,0,0,0,0,0,0
1244,"enthusiastic",0,1,0,0,0,0,0,1,0
1244,"fast",0,0,0,0,1,0,0,0,0
1244,"festive",1,0,0,0,0,0,0,0,0
1244,"friendly",0,1,0,0,0,0,0,0,0
1244,"fun",0,0,0,1,0,0,0,0,0
1244,"good",0,0,0,0,0,1,0,0,0
1244,"graceful",1,0,0,0,0,0,0,0,0
1244,"happy",0,0,0,0,0,0,0,1,0
1244,"heroic",0,0,0,1,0,0,0,0,0
1244,"in_love",1,0,0,0,0,0,0,0,0
1244,"inspired",0,0,0,0,1,0,0,0,0
1244,"jumpy",0,0,0,1,0,0,0,0,0
1244,"liberated",0,0,0,0,0,0,0,1,0
1244,"light_hearted",0,1,0,0,0,0,0,0,0
1244,"moody",0,0,1,0,0,0,0,0,0
1244,"nocturnal",1,0,0,0,0,0,0,0,0
1244,"passionate",0,1,0,0,0,0,0,1,0
1244,"peaceful",0,0,0,0,1,0,0,0,0
1244,"pleasant",1,0,0,0,0,0,0,0,0
1244,"positive",0,1,0,0,1,0,0,0,0
1244,"reflective",1,0,0,0,0,0,0,0,0
1244,"retro",0,0,0,1,0,0,0,0,0
1244,"rhythmical",0,0,0,0,0,0,1,0,0
1244,"romantic",0,0,0,0,1,0,0,0,0
1244,"satisfied",0,0,1,0,0,0,0,0,0
1244,"sentimental",0,1,0,0,0,0,0,0,0
1244,"serene",0,0,0,0,0,0,0,1,0
1244,"severe",0,0,0,0,1,0,0,0,0
1244,"sexual",0,0,0,0,0,0,0,1,0
1244,"sexy",1,0,0,0,0,0,0,0,0
1244,"slow",0,0,0,1,0,0,0,0,0
1244,"smooth",0,0,0,0,0,0,0,1,0
1244,"spiritual",0,1,0,1,0,0,0,0,0
1244,"spontaneous",0,0,0,0,0,1,0,0,0
1244,"strong",0,1,0,0,0,0,0,0,0
1244,"tragic",0,1,0,0,0,0,0,0,0
1244,"uplifting",1,0,0,0,0,0,0,0,0
1245,"liberated",0,1,0,0,0,0,1,0,0
1246,"dramatic",0,1,0,0,0,0,0,0,0
1246,"enthusiastic",0,0,0,0,0,0,1,1,0
1246,"excited",0,1,0,0,0,0,0,1,0
1246,"inspired",0,1,0,0,1,0,0,0,0
1246,"positive",0,1,0,0,0,0,1,1,1
1246,"rhythmical",1,1,0,0,1,0,1,1,1
